ID, age
63, 75, 59, -1, 0.000000, 0.000000
96, 75, 1, 1, 0.000000, 0.000000
101, 75, 1, 1, 0.000000, 0.000000
116, 75, 1, 1, 0.000000, 0.000000
118, 75, 1, 1, 0.000000, 0.000000
121, 75, 1, 1, 0.000000, 0.000000
147, 75, 1, 1, 0.000000, 0.000000
151, 75, 1, 1, 0.000000, 0.000000
171, 75, 1, 1, 0.000000, 0.000000
176, 75, 1, 1, 0.000000, 0.000000
184, 75, 1, 1, 0.000000, 0.000000
187, 75, 1, 1, 0.000000, 0.000000
199, 75, 1, 1, 0.000000, 0.000000
219, 75, 1, 1, 0.000000, 0.000000
228, 75, 1, 1, 0.000000, 0.000000
238, 75, 1, 1, 0.000000, 0.000000
244, 75, 1, 1, 0.000000, 0.000000
