ID, gender, age
1246, 1, 117
2911, 1, 115
8132, 1, 113
9456, 1, 112
11182, 1, 107
11364, 1, 107
11532, 1, 108
12812, 1, 102
12822, 1, 100
13074, 1, 103
13274, 1, 100
13349, 1, 104
13770, 1, 103
14427, 1, 102
14683, 1, 101
19337, 2, 126
22253, 2, 108
22342, 2, 107
22611, 2, 109
23670, 2, 112
23734, 2, 108
23934, 2, 105
24199, 2, 107
24301, 2, 108
25149, 2, 108
25557, 2, 109
26283, 2, 107
27675, 2, 100
27928, 2, 102
28173, 2, 103
28380, 2, 100
28498, 2, 100
28759, 2, 102
28836, 2, 102
29054, 2, 100
29184, 2, 101
29381, 2, 101
29446, 2, 102
29458, 2, 100
29711, 2, 103
29801, 2, 103
29824, 2, 103
29873, 2, 101
29915, 2, 103
