ID, age
6, 75
18, 66
31, 69
50, 85
63, 74
68, 69
89, 69
96, 77
104, 68
108, 67
109, 82
117, 80
123, 71
132, 71
137, 71
154, 88
169, 74
176, 81
177, 67
199, 68
201, 66
203, 83
236, 72
238, 69
254, 70
257, 85
280, 71
281, 71
300, 80
337, 67
338, 65
378, 70
384, 70
387, 69
391, 66
413, 73
414, 88
435, 67
459, 68
512, 82
522, 73
532, 69
551, 75
571, 70
597, 72
640, 69
705, 84
718, 83
723, 80
764, 74
765, 87
785, 72
792, 68
820, 71
823, 74
835, 71
853, 77
882, 66
885, 74
886, 71
898, 67
938, 85
941, 73
945, 72
951, 66
974, 75
1003, 79
1053, 78
1057, 72
1073, 80
1074, 79
1080, 75
1102, 71
1174, 70
1203, 78
1209, 70
1214, 78
1225, 77
1231, 79
1244, 77
1282, 76
1283, 72
1289, 87
1293, 76
1302, 66
1310, 71
1324, 74
1330, 80
1382, 73
1383, 78
1397, 86
1409, 86
1418, 82
1458, 65
1487, 83
1510, 74
1519, 72
1527, 65
1540, 87
1542, 69
1557, 69
1559, 67
1596, 82
1621, 69
1627, 75
1636, 65
1642, 65
1664, 73
1675, 80
1682, 79
1689, 86
1701, 72
1705, 88
1709, 69
1713, 80
1714, 83
1727, 77
1733, 70
1734, 67
1736, 68
1741, 85
1761, 83
1776, 70
1777, 77
1781, 69
1785, 71
1803, 65
1849, 66
1871, 68
1873, 83
1907, 70
1912, 84
1928, 76
1947, 79
1951, 72
1963, 65
1981, 81
2020, 77
2024, 77
2034, 73
2068, 67
2077, 89
2081, 68
2090, 80
2099, 78
2112, 68
2124, 76
2125, 82
2129, 85
2138, 66
2145, 79
2156, 66
2174, 66
2186, 76
2216, 66
2217, 74
2218, 68
2222, 70
2228, 86
2238, 75
2271, 80
2283, 71
2288, 84
2294, 86
2319, 68
2323, 68
2329, 67
2331, 73
2343, 66
2351, 65
2363, 88
2366, 76
2370, 72
2380, 68
2392, 73
2397, 75
2411, 65
2446, 70
2449, 69
2474, 71
2488, 78
2489, 82
2493, 70
2501, 67
2510, 67
2523, 81
2536, 76
2538, 86
2551, 72
2554, 66
2577, 78
2582, 67
2607, 87
2620, 65
2627, 71
2628, 83
2668, 79
2684, 77
2685, 67
2686, 66
2702, 71
2703, 69
2721, 65
2768, 71
2787, 82
2793, 71
2812, 68
2841, 68
2844, 65
2855, 84
2879, 71
2905, 72
2917, 65
2919, 78
2922, 87
2932, 67
2943, 67
2944, 86
2948, 77
2949, 69
2961, 81
2965, 73
2986, 77
2987, 76
3056, 78
3074, 90
3088, 93
3104, 89
3138, 93
3166, 79
3227, 75
3300, 84
3312, 95
3320, 98
3343, 77
3367, 75
3376, 77
3395, 76
3426, 79
3430, 81
3447, 87
3474, 91
3475, 88
3481, 88
3543, 86
3546, 89
3553, 92
3585, 84
3607, 100
3658, 76
3669, 80
3707, 86
3789, 81
3814, 82
3822, 77
3833, 84
3891, 76
3926, 75
3954, 79
3957, 91
3966, 80
4003, 105
4016, 94
4075, 93
4087, 78
4104, 95
4151, 81
4184, 106
4197, 77
4235, 105
4239, 79
4269, 109
4280, 75
4312, 83
4427, 80
4462, 98
4476, 91
4526, 106
4527, 78
4541, 77
4543, 80
4571, 80
4589, 89
4590, 109
4681, 117
4684, 108
4729, 90
4734, 101
4760, 108
4853, 99
4876, 101
4926, 107
4939, 107
4978, 93
5051, 99
5084, 88
5093, 85
5179, 97
5199, 85
5222, 92
5287, 118
5293, 91
5327, 87
5375, 109
5398, 107
5482, 95
5504, 88
5522, 97
