ID, age
7, 60, 59, -1, 0.000000, 0.000000
11, 60, 1, 1, 0.000000, 0.000000
21, 60, 1, 1, 0.000000, 0.000000
23, 60, 1, 1, 0.000000, 0.000000
44, 60, 1, 1, 0.000000, 0.000000
54, 60, 1, 1, 0.000000, 0.000000
63, 60, 1, 1, 0.000000, 0.000000
71, 60, 1, 1, 0.000000, 0.000000
81, 60, 1, 1, 0.000000, 0.000000
94, 60, 1, 1, 0.000000, 0.000000
96, 60, 1, 1, 0.000000, 0.000000
97, 60, 1, 1, 0.000000, 0.000000
101, 60, 1, 1, 0.000000, 0.000000
103, 60, 1, 1, 0.000000, 0.000000
106, 60, 1, 1, 0.000000, 0.000000
116, 60, 1, 1, 0.000000, 0.000000
118, 60, 1, 1, 0.000000, 0.000000
121, 60, 1, 1, 0.000000, 0.000000
130, 60, 1, 1, 0.000000, 0.000000
134, 60, 1, 1, 0.000000, 0.000000
135, 60, 1, 1, 0.000000, 0.000000
146, 60, 1, 1, 0.000000, 0.000000
147, 60, 1, 1, 0.000000, 0.000000
150, 60, 1, 1, 0.000000, 0.000000
151, 60, 1, 1, 0.000000, 0.000000
159, 60, 1, 1, 0.000000, 0.000000
162, 60, 1, 1, 0.000000, 0.000000
171, 60, 1, 1, 0.000000, 0.000000
174, 60, 1, 1, 0.000000, 0.000000
176, 60, 1, 1, 0.000000, 0.000000
184, 60, 1, 1, 0.000000, 0.000000
186, 60, 1, 1, 0.000000, 0.000000
187, 60, 1, 1, 0.000000, 0.000000
199, 60, 1, 1, 0.000000, 0.000000
210, 60, 1, 1, 0.000000, 0.000000
216, 60, 1, 1, 0.000000, 0.000000
218, 60, 1, 1, 0.000000, 0.000000
219, 60, 1, 1, 0.000000, 0.000000
223, 60, 1, 1, 0.000000, 0.000000
228, 60, 1, 1, 0.000000, 0.000000
238, 60, 1, 1, 0.000000, 0.000000
244, 60, 1, 1, 0.000000, 0.000000
