ID, age
11, 70, 59, -1, 0.000000, 0.000000
54, 70, 1, 1, 0.000000, 0.000000
63, 70, 1, 1, 0.000000, 0.000000
96, 70, 1, 1, 0.000000, 0.000000
101, 70, 1, 1, 0.000000, 0.000000
106, 70, 1, 1, 0.000000, 0.000000
116, 70, 1, 1, 0.000000, 0.000000
118, 70, 1, 1, 0.000000, 0.000000
121, 70, 1, 1, 0.000000, 0.000000
146, 70, 1, 1, 0.000000, 0.000000
147, 70, 1, 1, 0.000000, 0.000000
151, 70, 1, 1, 0.000000, 0.000000
162, 70, 1, 1, 0.000000, 0.000000
171, 70, 1, 1, 0.000000, 0.000000
176, 70, 1, 1, 0.000000, 0.000000
184, 70, 1, 1, 0.000000, 0.000000
187, 70, 1, 1, 0.000000, 0.000000
199, 70, 1, 1, 0.000000, 0.000000
218, 70, 1, 1, 0.000000, 0.000000
219, 70, 1, 1, 0.000000, 0.000000
228, 70, 1, 1, 0.000000, 0.000000
238, 70, 1, 1, 0.000000, 0.000000
244, 70, 1, 1, 0.000000, 0.000000
