ID, gender, age
5, 1, 86
83, 1, 84
98, 1, 84
125, 1, 89
140, 1, 83
160, 1, 89
181, 1, 85
195, 1, 84
232, 1, 80
240, 1, 80
268, 1, 80
277, 1, 86
320, 1, 80
326, 1, 81
405, 1, 81
426, 1, 82
471, 1, 83
500, 1, 81
523, 1, 80
570, 1, 86
579, 1, 81
676, 1, 86
744, 1, 88
773, 1, 80
785, 1, 88
879, 1, 82
883, 1, 81
894, 1, 87
918, 1, 82
949, 1, 87
971, 1, 82
972, 1, 85
987, 1, 83
1059, 1, 86
1063, 1, 88
1088, 1, 88
1173, 1, 87
1188, 1, 86
1190, 1, 89
1203, 1, 84
1232, 1, 82
1246, 1, 82
1271, 1, 84
1289, 1, 83
1330, 1, 82
1352, 1, 82
1387, 1, 89
1440, 1, 84
1481, 1, 86
1496, 1, 81
1506, 1, 83
1568, 1, 87
1571, 1, 85
1627, 1, 81
1696, 1, 86
1697, 1, 87
1727, 1, 89
1750, 1, 80
1787, 1, 86
1827, 1, 81
1938, 1, 80
2037, 1, 84
2092, 1, 86
2115, 1, 85
2128, 1, 88
2172, 1, 81
2187, 1, 89
2211, 1, 83
2213, 1, 83
2295, 1, 81
2319, 1, 87
2348, 1, 82
2372, 1, 81
2389, 1, 83
2408, 1, 82
2412, 1, 88
2433, 1, 83
2441, 1, 82
2488, 1, 81
2501, 1, 80
2561, 1, 87
2581, 1, 82
2634, 1, 80
2636, 1, 89
2727, 1, 83
2731, 1, 89
2740, 1, 85
2781, 1, 83
2785, 1, 87
2829, 1, 88
2830, 1, 84
2839, 1, 83
2869, 1, 83
2885, 1, 82
2911, 1, 80
2917, 1, 81
2949, 1, 83
2987, 1, 84
3000, 1, 83
3040, 1, 81
3065, 1, 81
3079, 1, 80
3084, 1, 88
3090, 1, 80
3195, 1, 85
3197, 1, 82
3263, 1, 82
3268, 1, 80
3365, 1, 84
3377, 1, 80
3389, 1, 85
3423, 1, 82
3433, 1, 80
3436, 1, 81
3445, 1, 83
3487, 1, 80
3514, 1, 80
3550, 1, 87
3552, 1, 80
3563, 1, 88
3565, 1, 88
3589, 1, 81
3624, 1, 99
3807, 1, 93
3932, 1, 91
3952, 1, 93
4095, 1, 91
4136, 1, 97
4233, 1, 98
4334, 1, 95
4430, 1, 90
4600, 1, 95
4626, 1, 90
4666, 1, 98
4818, 1, 98
4870, 1, 90
4921, 1, 92
5003, 1, 90
5006, 1, 99
5219, 1, 98
5406, 1, 90
5452, 1, 94
5485, 1, 90
5595, 1, 100
5813, 1, 105
6542, 1, 100
6783, 1, 116
6941, 1, 112
6986, 1, 111
7036, 1, 115
7052, 1, 115
7277, 1, 113
7454, 1, 77
7479, 1, 74
7487, 1, 73
7500, 1, 75
7504, 1, 73
7509, 1, 76
7520, 1, 72
7525, 1, 77
7552, 1, 72
7579, 1, 79
7591, 1, 72
7617, 1, 77
7648, 1, 77
7651, 1, 79
7662, 1, 78
7671, 1, 72
7693, 1, 73
7695, 1, 78
7735, 1, 73
7743, 1, 78
7759, 1, 76
7770, 1, 75
7849, 1, 70
7888, 1, 71
7890, 1, 70
7905, 1, 76
7913, 1, 74
7916, 1, 79
7925, 1, 73
7927, 1, 71
7933, 1, 79
7950, 1, 79
7961, 1, 72
7989, 1, 79
7992, 1, 74
7998, 1, 70
8034, 1, 79
8061, 1, 73
8065, 1, 77
8080, 1, 72
8099, 1, 72
8132, 1, 78
8135, 1, 74
8136, 1, 71
8167, 1, 70
8168, 1, 73
8171, 1, 71
8174, 1, 73
8187, 1, 75
8197, 1, 79
8238, 1, 72
8265, 1, 75
8270, 1, 76
8272, 1, 71
8322, 1, 73
8325, 1, 76
8342, 1, 75
8351, 1, 73
8362, 1, 76
8379, 1, 74
8394, 1, 73
8404, 1, 79
8410, 1, 70
8461, 1, 71
8463, 1, 76
8487, 1, 70
8498, 1, 73
8531, 1, 72
8539, 1, 72
8563, 1, 72
8580, 1, 72
8609, 1, 75
8627, 1, 76
8640, 1, 73
8653, 1, 73
8684, 1, 70
8716, 1, 76
8741, 1, 71
8763, 1, 79
8769, 1, 75
8780, 1, 78
8813, 1, 72
8816, 1, 72
8831, 1, 73
8845, 1, 70
8850, 1, 70
8876, 1, 78
8883, 1, 78
8887, 1, 72
8916, 1, 78
8922, 1, 72
8946, 1, 72
8970, 1, 76
8972, 1, 79
9010, 1, 74
9011, 1, 75
9049, 1, 70
9080, 1, 71
9090, 1, 76
9121, 1, 72
9132, 1, 71
9138, 1, 79
9167, 1, 78
9169, 1, 78
9171, 1, 75
9179, 1, 74
9195, 1, 70
9223, 1, 70
9238, 1, 70
9239, 1, 72
9270, 1, 70
9297, 1, 78
9298, 1, 76
9347, 1, 74
9348, 1, 72
9350, 1, 79
9365, 1, 75
9367, 1, 70
9416, 1, 78
9426, 1, 70
9440, 1, 73
9456, 1, 77
9470, 1, 73
9517, 1, 77
9523, 1, 74
9527, 1, 75
9553, 1, 78
9573, 1, 70
9591, 1, 73
9592, 1, 71
9655, 1, 74
9682, 1, 78
9695, 1, 71
9713, 1, 77
9728, 1, 70
9730, 1, 74
9733, 1, 79
9735, 1, 72
9753, 1, 70
9755, 1, 78
9757, 1, 77
9764, 1, 71
9769, 1, 71
9788, 1, 77
9804, 1, 76
9823, 1, 75
9835, 1, 79
9879, 1, 73
9908, 1, 76
9911, 1, 70
9922, 1, 72
9963, 1, 77
9971, 1, 75
9999, 1, 75
10005, 1, 78
10013, 1, 73
10067, 1, 73
10083, 1, 71
10094, 1, 73
10107, 1, 78
10118, 1, 72
10127, 1, 73
10158, 1, 77
10177, 1, 73
10182, 1, 77
10186, 1, 71
10188, 1, 70
10189, 1, 71
10195, 1, 79
10203, 1, 70
10223, 1, 72
10229, 1, 70
10244, 1, 78
10255, 1, 72
10270, 1, 74
10272, 1, 74
10280, 1, 71
10290, 1, 71
10297, 1, 70
10316, 1, 77
10329, 1, 73
10354, 1, 71
10371, 1, 70
10379, 1, 75
10391, 1, 76
10411, 1, 73
10416, 1, 78
10426, 1, 73
10445, 1, 70
10447, 1, 73
10462, 1, 72
10534, 1, 71
10542, 1, 76
10587, 1, 74
10596, 1, 78
10639, 1, 72
10646, 1, 71
10651, 1, 70
10662, 1, 77
10669, 1, 79
10677, 1, 73
10683, 1, 71
10690, 1, 74
10692, 1, 73
10705, 1, 72
10710, 1, 71
10757, 1, 79
10792, 1, 75
10796, 1, 79
10806, 1, 73
10819, 1, 75
10820, 1, 75
10821, 1, 71
10870, 1, 70
10872, 1, 74
10877, 1, 76
10901, 1, 79
10904, 1, 77
10915, 1, 75
10960, 1, 75
10961, 1, 79
10981, 1, 72
10990, 1, 71
11000, 1, 74
11003, 1, 71
11057, 1, 74
11066, 1, 70
11074, 1, 71
11076, 1, 74
11089, 1, 70
11108, 1, 70
11138, 1, 73
11147, 1, 70
11152, 1, 70
11171, 1, 72
11181, 1, 70
11182, 1, 72
11183, 1, 72
11242, 1, 75
11244, 1, 75
11274, 1, 73
11283, 1, 75
11287, 1, 70
11291, 1, 76
11342, 1, 70
11364, 1, 72
11402, 1, 76
11407, 1, 78
11426, 1, 73
11438, 1, 79
11463, 1, 73
11489, 1, 71
11492, 1, 77
11497, 1, 73
11500, 1, 73
11522, 1, 74
11532, 1, 73
11550, 1, 73
11561, 1, 75
11576, 1, 71
11595, 1, 74
11601, 1, 70
11613, 1, 71
11635, 1, 72
11648, 1, 71
11668, 1, 73
11718, 1, 79
11732, 1, 79
11739, 1, 74
11806, 1, 75
11825, 1, 71
11854, 1, 79
11872, 1, 71
11875, 1, 76
11925, 1, 72
11934, 1, 78
11956, 1, 77
11962, 1, 77
11964, 1, 74
11972, 1, 77
12243, 1, 127
12659, 1, 69
12664, 1, 68
12674, 1, 66
12678, 1, 65
12684, 1, 67
12701, 1, 66
12710, 1, 68
12719, 1, 69
12723, 1, 69
12742, 1, 68
12783, 1, 67
12796, 1, 68
12802, 1, 65
12811, 1, 66
12812, 1, 67
12820, 1, 67
12822, 1, 65
12824, 1, 66
12828, 1, 67
12831, 1, 66
12836, 1, 67
12856, 1, 67
12889, 1, 68
12893, 1, 69
12939, 1, 66
12941, 1, 68
12948, 1, 65
12952, 1, 65
12983, 1, 69
13009, 1, 69
13016, 1, 65
13018, 1, 68
13025, 1, 69
13035, 1, 66
13039, 1, 65
13051, 1, 66
13074, 1, 68
13077, 1, 66
13083, 1, 69
13095, 1, 68
13098, 1, 67
13108, 1, 68
13110, 1, 66
13153, 1, 65
13158, 1, 68
13169, 1, 68
13192, 1, 68
13203, 1, 68
13234, 1, 65
13238, 1, 68
13259, 1, 68
13274, 1, 65
13291, 1, 69
13295, 1, 66
13310, 1, 65
13321, 1, 67
13322, 1, 68
13327, 1, 65
13348, 1, 66
13349, 1, 69
13378, 1, 66
13380, 1, 65
13410, 1, 68
13423, 1, 67
13426, 1, 65
13446, 1, 65
13454, 1, 66
13455, 1, 66
13458, 1, 67
13465, 1, 65
13479, 1, 66
13481, 1, 66
13496, 1, 66
13498, 1, 69
13522, 1, 65
13528, 1, 68
13535, 1, 65
13547, 1, 68
13559, 1, 67
13576, 1, 65
13587, 1, 69
13603, 1, 65
13607, 1, 68
13629, 1, 67
13637, 1, 66
13680, 1, 65
13709, 1, 67
13711, 1, 67
13713, 1, 68
13725, 1, 65
13728, 1, 66
13737, 1, 66
13753, 1, 68
13770, 1, 68
13796, 1, 67
13825, 1, 65
13838, 1, 66
13850, 1, 66
13858, 1, 68
13863, 1, 69
13866, 1, 67
13870, 1, 66
13872, 1, 67
13875, 1, 65
13884, 1, 68
13914, 1, 69
13920, 1, 68
13941, 1, 67
13954, 1, 65
13961, 1, 67
13962, 1, 69
13978, 1, 67
13980, 1, 66
13987, 1, 66
13998, 1, 67
14007, 1, 68
14008, 1, 65
14011, 1, 68
14013, 1, 66
14047, 1, 66
14051, 1, 69
14058, 1, 69
14059, 1, 67
14065, 1, 69
14068, 1, 65
14077, 1, 65
14087, 1, 66
14091, 1, 67
14093, 1, 67
14105, 1, 65
14112, 1, 65
14117, 1, 69
