ID, gender, age, household, church
6192, 1, 41, 2727, 53
6193, 1, 39, 6265, 106
6194, 1, 37, 3413, 180
6195, 1, 41, 6542, 97
6196, 1, 36, 5630, 19
6197, 1, 41, 5737, 60
6198, 1, 41, 667, 26
6199, 1, 41, 2692, 143
6200, 1, 36, 2415, 139
6201, 1, 44, 2262, 128
6202, 1, 38, 1455, 150
6203, 1, 41, 3306, 18
6204, 1, 43, 5590, 202
6205, 1, 43, 4095, 45
6206, 1, 39, 6576, 118
6207, 1, 40, 2937, 44
6208, 1, 39, 5781, 67
6209, 1, 44, 767, 5
6210, 1, 41, 2071, 122
6211, 1, 42, 4087, 41
6212, 1, 43, 59, 84
6213, 1, 40, 3564, 86
6214, 1, 37, 6312, 58
6215, 1, 39, 5606, 167
6216, 1, 44, 2314, 49
6217, 1, 43, 4978, 146
6218, 1, 42, 4212, 112
6219, 1, 41, 2855, 138
6220, 1, 43, 2595, 153
6221, 1, 37, 6259, 203
6222, 1, 39, 6012, 191
6223, 1, 44, 3363, 126
6224, 1, 38, 888, -1
6225, 1, 37, 6584, 177
6226, 1, 35, 5826, 95
6227, 1, 37, 5851, 35
6228, 1, 35, 4644, 70
6229, 1, 37, 5436, 149
6230, 1, 42, 2216, 2
6231, 1, 38, 6453, 43
6232, 1, 44, 4391, 155
6233, 1, 41, 6129, 206
6234, 1, 37, 5894, 161
6235, 1, 35, 5152, 203
6236, 1, 40, 4785, 59
6237, 1, 40, 4902, -1
6238, 1, 37, 6467, 126
6239, 1, 39, 396, 77
6240, 1, 35, 3062, 120
6241, 1, 35, 4913, 118
6242, 1, 43, 6535, -1
6243, 1, 43, 6496, 74
6244, 1, 43, 3691, 9
6245, 1, 39, 920, 118
6246, 1, 41, 4199, 88
6247, 1, 42, 6062, 176
6248, 1, 39, 5472, 118
6249, 1, 40, 6321, 170
6250, 1, 44, 4821, 125
6251, 1, 44, 4110, 134
6252, 1, 35, 4536, 75
6253, 1, 39, 906, 186
6254, 1, 39, 6147, 37
6255, 1, 38, 2412, 114
6256, 1, 43, 177, 197
6257, 1, 44, 3595, 15
6258, 1, 40, 4925, 123
6259, 1, 36, 867, 135
6260, 1, 44, 2598, 165
6261, 1, 43, 2555, 106
6262, 1, 41, 3253, 166
6263, 1, 41, 3608, 129
6264, 1, 39, 2391, 202
6265, 1, 43, 6502, 170
6266, 1, 38, 6569, 91
6267, 1, 41, 6579, 13
6268, 1, 36, 4570, 101
6269, 1, 38, 4495, 128
6270, 1, 41, 5323, 42
6271, 1, 41, 4914, 94
6272, 1, 38, 2559, 154
6273, 1, 41, 2292, 25
6274, 1, 36, 2804, 202
6275, 1, 39, 2677, 81
6276, 1, 40, 4894, 162
6277, 1, 41, 5148, 50
6278, 1, 39, 3525, 18
6279, 1, 40, 6513, 2
6280, 1, 35, 6354, 155
6281, 1, 38, 2942, 48
6282, 1, 40, 4286, 142
6283, 1, 40, 5427, 198
6284, 1, 41, 744, 142
6285, 1, 39, 5023, 66
6286, 1, 38, 1931, 107
6287, 1, 40, 4856, 81
6288, 1, 41, 6062, 176
6289, 1, 39, 4298, 166
6290, 1, 38, 4680, 185
6291, 1, 38, 1351, 181
6292, 1, 36, 4697, 36
6293, 1, 35, 4080, 13
6294, 1, 39, 6261, 17
6295, 1, 42, 5915, 125
6296, 1, 44, 3201, 128
6297, 1, 41, 3310, 11
6298, 1, 44, 6282, 82
6299, 1, 35, 6198, 26
6300, 1, 36, 5919, 134
6301, 1, 35, 3427, 180
6302, 1, 36, 4904, 5
6303, 1, 44, 5722, 190
6304, 1, 38, 5968, 56
6305, 1, 35, 5062, 34
6306, 1, 41, 5689, 43
6307, 1, 41, 5226, 68
6308, 1, 42, 4797, 92
6309, 1, 38, 5841, 186
6310, 1, 37, 973, -1
6311, 1, 42, 2822, -1
6312, 1, 35, 3136, 111
6313, 1, 39, 6024, 198
6314, 1, 37, 6585, 152
6315, 1, 36, 2000, -1
6316, 1, 42, 3200, 106
6317, 1, 36, 1943, 174
6318, 1, 40, 2583, 76
6319, 1, 42, 3100, 128
6320, 1, 37, 2538, 109
6321, 1, 37, 5660, 24
6322, 1, 43, 3292, 7
6323, 1, 41, 37, 26
6324, 1, 38, 4412, -1
6325, 1, 43, 4787, 12
6326, 1, 37, 6488, 180
6327, 1, 37, 4661, 41
6328, 1, 37, 5451, 88
6329, 1, 41, 6240, 123
6330, 1, 38, 6253, 11
6331, 1, 38, 2950, 39
6332, 1, 36, 6548, 20
6333, 1, 37, 4182, -1
6334, 1, 40, 4003, 43
6335, 1, 43, 6452, 97
6336, 1, 37, 129, 153
6337, 1, 37, 204, 32
6338, 1, 36, 6329, 191
6339, 1, 37, 4759, 144
6340, 1, 37, 5121, 131
6341, 1, 36, 1493, 29
6342, 1, 44, 4422, 195
6343, 1, 43, 5592, 114
6344, 1, 41, 5527, 84
6345, 1, 40, 6330, 190
6346, 1, 42, 1794, 143
6347, 1, 41, 1998, 43
6348, 1, 35, 5429, 99
6349, 1, 36, 4758, 150
6350, 1, 39, 5136, -1
6351, 1, 37, 3870, 42
6352, 1, 35, 2459, 198
6353, 1, 35, 5108, 47
6354, 1, 38, 2341, 150
6355, 1, 40, 4187, 144
6356, 1, 38, 1045, 51
6357, 1, 36, 5700, 209
6358, 1, 36, 6066, 168
6359, 1, 42, 4389, 147
6360, 1, 39, 4868, 106
6361, 1, 39, 6262, 37
6362, 1, 35, 6340, 13
6363, 1, 41, 6526, 128
6364, 1, 44, 6407, 184
6365, 1, 44, 6311, 92
6366, 1, 41, 4583, 155
6367, 1, 38, 6155, 11
6368, 1, 42, 3789, 198
6369, 1, 40, 4822, 42
6370, 1, 36, 3439, 181
6371, 1, 44, 5952, 162
6372, 1, 37, 5252, 48
6373, 1, 38, 1655, 189
6374, 1, 35, 6289, 184
6375, 1, 43, 4962, 169
6376, 1, 44, 5927, 124
6377, 1, 35, 5322, 145
6378, 1, 35, 6113, 56
6379, 1, 38, 5208, 67
6380, 1, 38, 5870, 206
6381, 1, 43, 3275, 99
6382, 1, 44, 1686, -1
6383, 1, 41, 2590, 186
6384, 1, 43, 1590, 26
6385, 1, 42, 2091, 158
6386, 1, 35, 6259, 203
6387, 1, 37, 1039, 192
6388, 1, 40, 3134, 86
6389, 1, 37, 4275, 112
6390, 1, 40, 5586, 106
6391, 1, 40, 4352, 50
6392, 1, 43, 5664, 197
6393, 1, 41, 3028, 69
6394, 1, 36, 5778, 135
6395, 1, 44, 6210, 136
6396, 1, 40, 5514, 27
6397, 1, 39, 4988, 136
6398, 1, 37, 5689, 43
6399, 1, 36, 1844, 203
6400, 1, 42, 6567, 152
6401, 1, 40, 6478, 17
6402, 1, 39, 5214, 58
6403, 1, 43, 6454, 191
6404, 1, 41, 6523, -1
6405, 1, 37, 1010, 147
6406, 1, 42, 5761, 82
6407, 1, 38, 1927, 128
6408, 1, 42, 5496, 67
6409, 1, 39, 5844, 180
6410, 1, 38, 3704, 111
6411, 1, 42, 4455, 144
6412, 1, 35, 2811, 22
6413, 1, 44, 5679, 104
6414, 1, 44, 5306, 17
6415, 1, 43, 4305, 54
6416, 1, 35, 3312, 103
6417, 1, 37, 5356, 17
6418, 1, 39, 2073, -1
6419, 1, 43, 5371, 113
6420, 1, 36, 6481, 202
6421, 1, 42, 1914, 121
6422, 1, 44, 5807, -1
6423, 1, 36, 6121, 96
6424, 1, 37, 1962, 122
6425, 1, 38, 5150, 94
6426, 1, 44, 6297, 79
6427, 1, 42, 2484, 30
6428, 1, 43, 1369, 138
6429, 1, 43, 5624, 7
6430, 1, 42, 5057, 150
6431, 1, 40, 5697, 193
6432, 1, 40, 2175, 114
6433, 1, 37, 4654, 47
6434, 1, 35, 5755, 96
6435, 1, 38, 6089, 67
6436, 1, 41, 1448, 169
6437, 1, 36, 6438, 6
6438, 1, 35, 4818, 199
6439, 1, 36, 1766, 31
6440, 1, 39, 5746, 170
6441, 1, 36, 6271, 79
6442, 1, 37, 5980, 147
6443, 1, 37, 2448, 185
6444, 1, 43, 5319, 166
6445, 1, 35, 5939, 150
6446, 1, 40, 1470, 7
6447, 1, 38, 5489, 148
6448, 1, 38, 5447, 199
6449, 1, 42, 4753, 166
6450, 1, 43, 4111, 142
6451, 1, 43, 5304, 154
6452, 1, 35, 5181, 63
6453, 1, 44, 6272, 175
6454, 1, 40, 3265, 170
6455, 1, 35, 5860, 196
6456, 1, 39, 1050, -1
6457, 1, 37, 2128, 81
6458, 1, 42, 3964, 13
6459, 1, 35, 1888, 75
6460, 1, 41, 5376, 27
6461, 1, 40, 5325, 145
6462, 1, 35, 2029, 44
6463, 1, 41, 4253, 155
6464, 1, 42, 5763, 122
6465, 1, 43, 3662, 185
6466, 1, 39, 4597, -1
6467, 1, 39, 4532, 209
6468, 1, 40, 3509, 144
6469, 1, 35, 712, 210
6470, 1, 38, 4297, 47
6471, 1, 36, 4460, 139
6472, 1, 38, 6188, -1
6473, 1, 42, 830, 67
6474, 1, 40, 3971, 14
6475, 1, 42, 6241, 142
6476, 1, 41, 460, 206
6477, 1, 40, 3949, 84
6478, 1, 35, 6300, 94
6479, 1, 37, 4980, 166
6480, 1, 37, 1802, 45
6481, 1, 41, 5678, 154
6482, 1, 36, 5902, 9
6483, 1, 40, 3382, 18
6484, 1, 35, 3882, 53
6485, 1, 39, 5794, 13
6486, 1, 42, 1505, 88
6487, 1, 37, 1211, 106
6488, 1, 39, 5327, 62
6489, 1, 39, 2749, 174
6490, 1, 42, 6409, 23
6491, 1, 37, 5177, 62
6492, 1, 37, 6571, 192
6493, 1, 37, 3823, -1
6494, 1, 37, 2964, 124
6495, 1, 44, 4717, 162
6496, 1, 37, 6460, 192
6497, 1, 35, 6328, 161
6498, 1, 40, 920, 118
6499, 1, 37, 6459, 79
6500, 1, 42, 5168, 192
6501, 1, 38, 5916, 162
6502, 1, 40, 4556, 23
6503, 1, 40, 5667, 70
6504, 1, 40, 979, 1
6505, 1, 35, 4633, 116
6506, 1, 37, 4767, 122
6507, 1, 41, 6323, 51
6508, 1, 40, 6061, -1
6509, 1, 36, 3876, 136
6510, 1, 38, 6513, 2
6511, 1, 44, 3819, 167
6512, 1, 42, 5688, 209
6513, 1, 36, 6254, 186
6514, 1, 36, 4819, 146
6515, 1, 44, 385, 124
6516, 1, 43, 3035, 170
6517, 1, 35, 5957, 111
6518, 1, 43, 2971, 171
6519, 1, 36, 6110, 34
6520, 1, 42, 191, 65
6521, 1, 39, 4535, 170
6522, 1, 41, 6082, 26
6523, 1, 41, 5309, 197
6524, 1, 38, 3788, 168
6525, 1, 41, 2589, 165
6526, 1, 37, 1241, 108
6527, 1, 43, 1466, 104
6528, 1, 38, 3486, 132
6529, 1, 39, 3381, 26
6530, 1, 37, 3660, 121
6531, 1, 38, 4875, 103
6532, 1, 37, 6492, 22
6533, 1, 39, 4030, 2
6534, 1, 36, 4768, 67
6535, 1, 37, 5416, -1
6536, 1, 37, 5734, 32
6537, 1, 37, 5230, -1
6538, 1, 42, 5683, 123
6539, 1, 37, 2852, 191
6540, 1, 36, 5567, 101
6541, 1, 44, 5607, 8
6542, 1, 35, 4821, 125
6543, 1, 40, 5250, 136
6544, 1, 43, 4648, 70
6545, 1, 37, 1244, 194
6546, 1, 44, 3409, 161
6547, 1, 36, 3778, 136
6548, 1, 40, 5216, 107
6549, 1, 36, 5742, 80
6550, 1, 35, 4304, 161
6551, 1, 37, 1846, -1
6552, 1, 40, 3539, 61
6553, 1, 38, 272, 48
6554, 1, 41, 3777, 31
6555, 1, 44, 3557, 25
6556, 1, 38, 5548, 169
6557, 1, 40, 3638, 182
6558, 1, 36, 4670, 119
6559, 1, 44, 2768, 189
6560, 1, 39, 4527, 161
6561, 1, 38, 4891, 168
6562, 1, 43, 6213, 196
6563, 1, 41, 4503, 202
6564, 1, 40, 4019, 202
6565, 1, 40, 6342, 20
6566, 1, 42, 4411, 93
6567, 1, 39, 6420, 186
6568, 1, 39, 4698, 54
6569, 1, 36, 2787, 58
6570, 1, 44, 3250, 54
6571, 1, 40, 4129, 34
6572, 1, 43, 6007, 50
6573, 1, 43, 1968, 92
6574, 1, 36, 2432, 77
6575, 1, 37, 4244, 56
6576, 1, 41, 6281, 79
6577, 1, 39, 5051, 197
6578, 1, 37, 3812, 50
6579, 1, 35, 6343, 91
6580, 1, 38, 4244, 56
6581, 1, 36, 2031, 35
6582, 1, 44, 5688, 209
6583, 1, 40, 2219, 162
6584, 1, 37, 1364, 84
6585, 1, 40, 6575, 26
6586, 1, 35, 2511, 106
6587, 1, 39, 6489, 42
6588, 1, 37, 2135, 70
6589, 1, 36, 6527, 168
6590, 1, 44, 5669, 60
6591, 1, 37, 5806, 48
6592, 1, 40, 3984, 204
6593, 1, 35, 5595, 120
6594, 1, 35, 5449, 133
6595, 1, 39, 2589, 165
6596, 1, 44, 2151, 11
6597, 1, 42, 4580, 29
6598, 1, 35, 2035, 104
6599, 1, 38, 5706, 190
6600, 1, 38, 5819, 152
6601, 1, 38, 6550, 105
6602, 1, 43, 2746, 115
6603, 1, 37, 6053, 63
6604, 1, 43, 3955, 32
6605, 1, 39, 6185, 122
6606, 1, 44, 5696, 174
6607, 1, 40, 1095, 12
6608, 1, 38, 6566, 12
6609, 1, 44, 5222, 110
6610, 1, 38, 4814, 127
6611, 1, 38, 4809, 127
6612, 1, 44, 2078, 149
6613, 1, 44, 5673, 21
6614, 1, 38, 6474, 12
6615, 1, 35, 3483, 48
6616, 1, 43, 1694, 112
6617, 1, 38, 5419, 1
6618, 1, 38, 5593, 32
6619, 1, 44, 4526, 31
6620, 1, 38, 3277, 186
6621, 1, 41, 2365, 38
6622, 1, 44, 6337, 74
6623, 1, 39, 6446, 17
6624, 1, 35, 4858, 142
6625, 1, 39, 5883, 15
6626, 1, 43, 1996, 108
6627, 1, 37, 4761, 9
6628, 1, 39, 1788, 107
6629, 1, 44, 1856, 163
6630, 1, 35, 4824, 131
6631, 1, 38, 3579, -1
6632, 1, 36, 2030, 26
6633, 1, 44, 2716, 146
6634, 1, 41, 4881, 101
6635, 1, 38, 5443, 167
6636, 1, 36, 2925, 137
6637, 1, 42, 5563, 28
6638, 1, 42, 4604, 28
6639, 1, 40, 4483, 50
6640, 1, 39, 3244, 152
6641, 1, 40, 3692, 103
6642, 1, 35, 6159, 174
6643, 1, 35, 4914, 94
6644, 1, 35, 6430, 103
6645, 1, 42, 5818, 125
6646, 1, 41, 5158, 107
6647, 1, 36, 2659, 137
6648, 1, 44, 6060, 106
6649, 1, 40, 6495, 57
6650, 1, 37, 1824, 185
6651, 1, 39, 764, 174
6652, 1, 35, 3110, 107
6653, 1, 42, 2887, 173
6654, 1, 35, 3496, 13
6655, 1, 35, 5647, 28
6656, 1, 40, 6403, 94
6657, 1, 35, 5198, 81
6658, 1, 43, 1473, 132
6659, 1, 35, 1950, 194
6660, 1, 42, 5744, 50
6661, 1, 36, 1088, 120
6662, 1, 43, 5164, 84
6663, 1, 36, 5624, 7
6664, 1, 37, 6002, 60
6665, 1, 41, 5030, 127
6666, 1, 42, 1102, 66
6667, 1, 40, 2725, 169
6668, 1, 42, 3693, 93
6669, 1, 41, 6239, 25
6670, 1, 38, 567, 126
6671, 1, 40, 3029, 124
6672, 1, 35, 5601, 45
6673, 1, 36, 2187, 192
6674, 1, 41, 2215, 209
6675, 1, 35, 3889, 79
6676, 1, 40, 1968, 92
6677, 1, 37, 3979, 121
6678, 1, 43, 4873, 103
6679, 1, 40, 5770, 146
6680, 1, 41, 3734, 75
6681, 1, 36, 6157, -1
6682, 1, 37, 2400, 51
6683, 1, 36, 2479, 92
6684, 1, 44, 3072, 131
6685, 1, 36, 2622, 83
6686, 1, 40, 6316, -1
6687, 1, 35, 6030, 93
6688, 1, 42, 4019, 202
6689, 1, 37, 6461, 188
6690, 1, 41, 3940, 77
6691, 1, 36, 3809, 42
6692, 1, 39, 5101, 181
6693, 1, 37, 4673, -1
6694, 1, 40, 4490, 29
6695, 1, 43, 3730, 29
6696, 1, 36, 6272, 175
6697, 1, 42, 3874, 105
6698, 1, 41, 5425, 25
6699, 1, 51, 1405, 124
6700, 1, 54, 4517, 34
6701, 1, 53, 4839, 103
6702, 1, 47, 5603, 198
6703, 1, 48, 3509, 144
6704, 1, 50, 6551, 11
6705, 1, 46, 2010, 180
6706, 1, 49, 5446, 128
6707, 1, 53, 5733, 185
6708, 1, 49, 4107, 108
6709, 1, 47, 126, -1
6710, 1, 46, 4496, 133
6711, 1, 47, 5227, 162
6712, 1, 51, 6520, 118
6713, 1, 46, 6550, 105
6714, 1, 46, 4169, 163
6715, 1, 53, 6431, 69
6716, 1, 45, 4043, 115
6717, 1, 53, 5415, 66
6718, 1, 48, 2405, 18
6719, 1, 45, 5554, 104
6720, 1, 46, 4749, 137
6721, 1, 49, 6544, 172
6722, 1, 45, 3555, 27
6723, 1, 49, 2003, 86
6724, 1, 47, 5800, 73
6725, 1, 50, 1195, 11
6726, 1, 49, 4422, 195
6727, 1, 50, 6559, 189
6728, 1, 46, 5963, 134
6729, 1, 52, 5655, 167
6730, 1, 48, 6172, 194
6731, 1, 47, 5292, 181
6732, 1, 50, 1589, 74
6733, 1, 53, 5434, 97
6734, 1, 49, 4347, 58
6735, 1, 50, 2303, 70
6736, 1, 49, 3422, 107
6737, 1, 48, 4645, 203
6738, 1, 51, 6208, 191
6739, 1, 53, 2107, 66
6740, 1, 48, 2699, 23
6741, 1, 49, 3460, 181
6742, 1, 54, 5665, 103
6743, 1, 52, 144, 128
6744, 1, 48, 5844, 180
6745, 1, 52, 5575, 177
6746, 1, 46, 2783, 74
6747, 1, 45, 3647, 60
6748, 1, 49, 5381, 180
6749, 1, 52, 6381, 91
6750, 1, 48, 4028, 170
6751, 1, 50, 6525, 41
6752, 1, 47, 4639, 74
6753, 1, 51, 5590, 202
6754, 1, 46, 4189, 28
6755, 1, 49, 721, 145
6756, 1, 51, 3832, 27
6757, 1, 54, 3931, 2
6758, 1, 47, 5415, 66
6759, 1, 45, 1819, 50
6760, 1, 48, 5330, 56
6761, 1, 47, 3608, 129
6762, 1, 51, 2331, 32
6763, 1, 46, 625, 41
6764, 1, 54, 6577, 144
6765, 1, 47, 5687, 137
6766, 1, 48, 4808, 162
6767, 1, 49, 4836, 91
6768, 1, 50, 5531, 120
6769, 1, 46, 3646, 178
6770, 1, 47, 4276, 135
6771, 1, 51, 4406, 18
6772, 1, 54, 2693, 188
6773, 1, 47, 6475, 129
6774, 1, 50, 3960, 56
6775, 1, 50, 3649, 143
6776, 1, 46, 4522, 118
6777, 1, 48, 3858, 122
6778, 1, 51, 5542, 114
6779, 1, 51, 6159, 174
6780, 1, 48, 3348, 135
6781, 1, 47, 4961, 13
6782, 1, 47, 3924, 95
6783, 1, 51, 6497, 84
6784, 1, 48, 5690, 190
6785, 1, 54, 6292, 24
6786, 1, 45, 609, 72
6787, 1, 51, 3320, 15
6788, 1, 53, 4692, 162
6789, 1, 45, 3978, 1
6790, 1, 53, 3594, 19
6791, 1, 49, 4691, 112
6792, 1, 47, 2120, 77
6793, 1, 45, 6498, 27
6794, 1, 51, 6061, -1
6795, 1, 49, 1019, 65
6796, 1, 52, 3849, 105
6797, 1, 47, 2795, 104
6798, 1, 47, 196, 51
6799, 1, 50, 2208, 192
6800, 1, 50, 5963, 134
6801, 1, 52, 5915, 125
6802, 1, 53, 5936, 166
6803, 1, 47, 2439, 23
6804, 1, 46, 2287, 184
6805, 1, 53, 4131, 37
6806, 1, 45, 4411, 93
6807, 1, 53, 756, 169
6808, 1, 49, 4156, 114
6809, 1, 52, 3819, 167
6810, 1, 52, 4829, 181
6811, 1, 53, 6418, 132
6812, 1, 48, 1749, 98
6813, 1, 47, 1734, 179
6814, 1, 52, 584, 61
6815, 1, 50, 1183, 149
6816, 1, 46, 4785, 59
6817, 1, 54, 5722, 190
6818, 1, 47, 2978, 94
6819, 1, 51, 2207, -1
6820, 1, 45, 4762, 172
6821, 1, 50, 5097, 79
6822, 1, 48, 4400, 126
6823, 1, 52, 1847, 198
6824, 1, 46, 6000, 118
6825, 1, 51, 3302, 121
6826, 1, 46, 2990, 80
6827, 1, 46, 5324, 154
6828, 1, 48, 4625, 19
6829, 1, 50, 5408, 141
6830, 1, 51, 3775, 128
6831, 1, 46, 1048, 32
6832, 1, 51, 5903, 59
6833, 1, 50, 3887, 188
6834, 1, 45, 3621, 198
6835, 1, 45, 3779, 114
6836, 1, 46, 5885, 112
6837, 1, 45, 5445, 174
6838, 1, 49, 5021, -1
6839, 1, 50, 4323, 107
6840, 1, 46, 5692, 38
6841, 1, 48, 3744, 30
6842, 1, 45, 2515, 165
6843, 1, 47, 4357, 167
6844, 1, 54, 818, 47
6845, 1, 54, 5621, 44
6846, 1, 48, 4662, 129
6847, 1, 52, 5771, 70
6848, 1, 50, 1231, 42
6849, 1, 50, 2646, 24
6850, 1, 50, 6185, 122
6851, 1, 46, 5014, 15
6852, 1, 53, 4393, 34
6853, 1, 48, 2898, 54
6854, 1, 50, 770, 12
6855, 1, 50, 2754, 32
6856, 1, 49, 2466, 203
6857, 1, 48, 5250, 136
6858, 1, 52, 3304, 127
6859, 1, 52, 4650, 185
6860, 1, 50, 5869, 69
6861, 1, 49, 2844, 29
6862, 1, 48, 6592, -1
6863, 1, 50, 4576, 5
6864, 1, 52, 5912, 51
6865, 1, 46, 3724, 104
6866, 1, 50, 1903, 86
6867, 1, 51, 5242, 198
6868, 1, 54, 3761, 205
6869, 1, 48, 5721, 76
6870, 1, 45, 6127, 58
6871, 1, 48, 5454, 20
6872, 1, 49, 6091, 149
6873, 1, 51, 4920, 82
6874, 1, 52, 6097, 28
6875, 1, 51, 4644, 70
6876, 1, 49, 6436, 148
6877, 1, 54, 4786, 163
6878, 1, 54, 5369, 170
6879, 1, 48, 2295, 185
6880, 1, 53, 2706, -1
6881, 1, 51, 6127, 58
6882, 1, 45, 6469, 206
6883, 1, 45, 552, 1
6884, 1, 47, 2806, -1
6885, 1, 49, 1313, 136
6886, 1, 50, 2319, 31
6887, 1, 46, 3999, 75
6888, 1, 48, 6393, 69
6889, 1, 50, 4777, 108
6890, 1, 46, 3201, 128
6891, 1, 52, 6538, 39
6892, 1, 46, 6317, 120
6893, 1, 51, 2186, 180
6894, 1, 53, 3189, 124
6895, 1, 51, 4341, 46
6896, 1, 52, 1266, 122
6897, 1, 48, 2740, 132
6898, 1, 49, 1805, 123
6899, 1, 50, 5795, 35
6900, 1, 47, 3634, 46
6901, 1, 53, 775, 103
6902, 1, 45, 5771, 70
6903, 1, 53, 6241, 142
6904, 1, 48, 2664, 124
6905, 1, 46, 3825, 67
6906, 1, 45, 3406, 27
6907, 1, 53, 2399, 126
6908, 1, 47, 5788, 87
6909, 1, 48, 3336, 154
6910, 1, 45, 3524, 63
6911, 1, 45, 4821, 125
6912, 1, 46, 2122, 41
6913, 1, 54, 1494, 53
6914, 1, 45, 2780, 141
6915, 1, 52, 6229, 73
6916, 1, 46, 3044, 138
6917, 1, 50, 4202, 7
6918, 1, 47, 5840, 125
6919, 1, 53, 2146, 45
6920, 1, 48, 4562, 78
6921, 1, 52, 6164, 4
6922, 1, 46, 4692, 162
6923, 1, 54, 6460, 192
6924, 1, 53, 4240, 163
6925, 1, 52, 4777, 108
6926, 1, 53, 154, 171
6927, 1, 48, 5863, 13
6928, 1, 49, 5750, 50
6929, 1, 48, 6154, 194
6930, 1, 54, 5277, 112
6931, 1, 49, 3170, 175
6932, 1, 54, 1735, 166
6933, 1, 45, 4727, 198
6934, 1, 47, 1973, 152
6935, 1, 47, 4642, 181
6936, 1, 49, 4924, 112
6937, 1, 50, 5442, 78
6938, 1, 49, 4190, 29
6939, 1, 51, 2445, 8
6940, 1, 49, 4927, -1
6941, 1, 47, 6458, 138
6942, 1, 45, 4718, 54
6943, 1, 53, 6263, 5
6944, 1, 52, 5805, 189
6945, 1, 51, 4980, 166
6946, 1, 47, 5643, 146
6947, 1, 46, 5678, 154
6948, 1, 52, 6004, 165
6949, 1, 48, 3140, 192
6950, 1, 46, 6437, 60
6951, 1, 54, 4435, 84
6952, 1, 45, 3430, 58
6953, 1, 48, 6524, 33
6954, 1, 49, 6367, 42
6955, 1, 49, 4335, 91
6956, 1, 52, 2848, 48
6957, 1, 54, 5346, 161
6958, 1, 48, 5833, 206
6959, 1, 51, 4328, 94
6960, 1, 48, 1425, 26
6961, 1, 50, 1059, 141
6962, 1, 48, 3234, -1
6963, 1, 53, 4891, 168
6964, 1, 48, 4712, 117
6965, 1, 52, 5502, 120
6966, 1, 46, 5393, 99
6967, 1, 51, 5845, 8
6968, 1, 48, 3025, 177
6969, 1, 52, 5616, 191
6970, 1, 51, 2935, 163
6971, 1, 47, 5802, 65
6972, 1, 52, 2521, 86
6973, 1, 50, 3070, 127
6974, 1, 52, 5366, 71
6975, 1, 45, 1836, 109
6976, 1, 54, 1625, 17
6977, 1, 52, 1787, -1
6978, 1, 50, 6537, 99
6979, 1, 46, 3718, 179
6980, 1, 45, 5461, 21
6981, 1, 50, 5721, 76
6982, 1, 54, 1933, 89
6983, 1, 50, 6181, 98
6984, 1, 46, 685, 50
6985, 1, 54, 1839, 153
6986, 1, 46, 6527, 168
6987, 1, 54, 4592, 47
6988, 1, 51, 1770, 81
6989, 1, 51, 2893, 123
6990, 1, 51, 359, 173
6991, 1, 53, 5329, 125
6992, 1, 45, 6589, 39
6993, 1, 53, 2794, 65
6994, 1, 54, 5165, 59
6995, 1, 53, 3102, -1
6996, 1, 49, 6230, 127
6997, 1, 50, 2832, 22
6998, 1, 54, 5121, 131
6999, 1, 52, 3972, 77
7000, 1, 52, 5391, 37
7001, 1, 49, 4535, 170
7002, 1, 53, 2932, 86
7003, 1, 54, 5435, 27
7004, 1, 48, 6295, 41
7005, 1, 49, 5411, 83
7006, 1, 51, 706, -1
7007, 1, 50, 372, 12
7008, 1, 48, 2779, 83
7009, 1, 52, 1536, 69
7010, 1, 54, 3141, 6
7011, 1, 51, 1923, 86
7012, 1, 48, 3093, 36
7013, 1, 49, 6109, 196
7014, 1, 49, 4175, 162
7015, 1, 45, 5951, 102
7016, 1, 54, 2687, 75
7017, 1, 54, 2077, 8
7018, 1, 48, 5525, 88
7019, 1, 45, 2960, 129
7020, 1, 45, 3828, 127
7021, 1, 52, 6387, 187
7022, 1, 51, 4233, 82
7023, 1, 48, 6424, 190
7024, 1, 51, 3664, 42
7025, 1, 52, 1477, 104
7026, 1, 45, 5545, 192
7027, 1, 51, 5125, 108
7028, 1, 50, 2829, 29
7029, 1, 54, 6010, 187
7030, 1, 54, 885, -1
7031, 1, 49, 6111, 66
7032, 1, 47, 2460, 146
7033, 1, 49, 6136, 127
7034, 1, 47, 2501, -1
7035, 1, 47, 2265, 97
7036, 1, 50, 2632, 138
7037, 1, 51, 3890, 123
7038, 1, 53, 2357, 127
7039, 1, 53, 5975, 174
7040, 1, 53, 6523, -1
7041, 1, 46, 3469, 79
7042, 1, 53, 5480, 8
7043, 1, 48, 5614, 78
7044, 1, 52, 6324, 154
7045, 1, 51, 5344, 52
7046, 1, 47, 1033, 84
7047, 1, 45, 6488, 180
7048, 1, 53, 5228, -1
7049, 1, 52, 3196, 192
7050, 1, 49, 2195, 50
7051, 1, 49, 1693, 20
7052, 1, 50, 1162, 143
7053, 1, 52, 2294, 185
7054, 1, 47, 6294, 108
7055, 1, 46, 1606, 80
7056, 1, 45, 6327, 119
7057, 1, 54, 910, 155
7058, 1, 46, 512, 45
7059, 1, 49, 6581, 80
7060, 1, 52, 3782, 186
7061, 1, 53, 4898, 163
7062, 1, 46, 4562, 78
7063, 1, 52, 6472, 176
7064, 1, 47, 2393, 129
7065, 1, 46, 5741, 59
7066, 1, 52, 1666, 103
7067, 1, 54, 1834, 27
7068, 1, 51, 6300, 94
