ID, gender, age, household, church
18780, 2, 32, 3891, 17
18781, 2, 28, 1042, 158
18782, 2, 33, 5976, 191
18783, 2, 28, 4254, 50
18784, 2, 26, 6128, 141
18785, 2, 34, 3836, 44
18786, 2, 27, 2022, 44
18787, 2, 29, 5842, 171
18788, 2, 25, 6253, 11
18789, 2, 32, 4315, 75
18790, 2, 33, 3750, 182
18791, 2, 34, 2656, 124
18792, 2, 28, 6072, 144
18793, 2, 25, 6223, 128
18794, 2, 28, 2844, 29
18795, 2, 29, 5916, 162
18796, 2, 29, 6573, 180
18797, 2, 28, 4043, 115
18798, 2, 28, 2317, 53
18799, 2, 34, 2490, 118
18800, 2, 32, 6425, 12
18801, 2, 29, 3774, 106
18802, 2, 27, 4596, 24
18803, 2, 26, 6332, 45
18804, 2, 28, 2385, 171
18805, 2, 30, 6476, 17
18806, 2, 28, 4121, 81
18807, 2, 27, 6514, 32
18808, 2, 25, 2561, -1
18809, 2, 30, 5583, 183
18810, 2, 30, 4395, 60
18811, 2, 30, 780, 144
18812, 2, 25, 5466, 15
18813, 2, 31, 5418, 195
18814, 2, 28, 3364, 28
18815, 2, 26, 4163, 161
18816, 2, 29, 5782, 112
18817, 2, 26, 4488, 116
18818, 2, 25, 4252, 23
18819, 2, 25, 6222, 1
18820, 2, 27, 1245, 41
18821, 2, 34, 3975, 197
18822, 2, 32, 5570, 123
18823, 2, 32, 5413, 21
18824, 2, 26, 5093, 180
18825, 2, 27, 4308, 19
18826, 2, 29, 5174, 145
18827, 2, 33, 2143, 94
18828, 2, 27, 5823, 56
18829, 2, 32, 4926, 50
18830, 2, 29, 6116, 92
18831, 2, 26, 5742, 80
18832, 2, 32, 3990, 149
18833, 2, 33, 1143, 58
18834, 2, 27, 5636, 131
18835, 2, 30, 1063, 91
18836, 2, 28, 5640, 53
18837, 2, 25, 6534, 56
18838, 2, 30, 2668, 21
18839, 2, 31, 2103, 75
18840, 2, 25, 4538, 160
18841, 2, 29, 5657, -1
18842, 2, 33, 6151, 41
18843, 2, 33, 5779, 197
18844, 2, 32, 6516, 112
18845, 2, 32, 2116, 162
18846, 2, 34, 3643, 49
18847, 2, 28, 5518, 8
18848, 2, 25, 5810, 181
18849, 2, 31, 5017, 5
18850, 2, 26, 6196, 118
18851, 2, 27, 4633, 116
18852, 2, 27, 2949, 165
18853, 2, 25, 3, 19
18854, 2, 25, 6431, 69
18855, 2, 34, 4419, 167
18856, 2, 32, 3527, 136
18857, 2, 32, 5131, 160
18858, 2, 34, 1725, 129
18859, 2, 32, 5329, 125
18860, 2, 25, 5159, 35
18861, 2, 28, 4504, 162
18862, 2, 25, 5790, 8
18863, 2, 29, 3982, 200
18864, 2, 32, 2229, 50
18865, 2, 27, 4168, 133
18866, 2, 25, 1057, 33
18867, 2, 27, 5381, 180
18868, 2, 26, 3003, 50
18869, 2, 26, 6087, 121
18870, 2, 30, 6005, 123
18871, 2, 30, 4337, 24
18872, 2, 32, 6549, 104
18873, 2, 26, 3986, 21
18874, 2, 25, 2723, 186
18875, 2, 30, 2401, 41
18876, 2, 27, 6315, 148
18877, 2, 33, 1389, 13
18878, 2, 30, 4903, 84
18879, 2, 29, 5365, 169
18880, 2, 32, 3037, 136
18881, 2, 26, 4470, 97
18882, 2, 26, 6129, 206
18883, 2, 29, 4691, 112
18884, 2, 27, 2856, 65
18885, 2, 34, 1588, 169
18886, 2, 30, 5153, 35
18887, 2, 29, 5518, 8
18888, 2, 32, 4583, 155
18889, 2, 30, 4564, -1
18890, 2, 29, 5348, 44
18891, 2, 30, 4723, 192
18892, 2, 31, 6090, 34
18893, 2, 32, 6127, 58
18894, 2, 31, 2841, 189
18895, 2, 31, 5287, 208
18896, 2, 31, 6001, 166
18897, 2, 33, 6458, 138
18898, 2, 27, 1182, 37
18899, 2, 28, 4146, 14
18900, 2, 33, 2313, 78
18901, 2, 32, 3075, 122
18902, 2, 26, 5341, 60
18903, 2, 33, 4327, 141
18904, 2, 34, 5801, 81
18905, 2, 31, 3065, 160
18906, 2, 28, 6365, 15
18907, 2, 30, 3962, 199
18908, 2, 34, 1206, 166
18909, 2, 34, 6473, 43
18910, 2, 31, 730, -1
18911, 2, 29, 1408, 17
18912, 2, 25, 1454, 150
18913, 2, 25, 6467, 126
18914, 2, 34, 6440, 178
18915, 2, 31, 6026, 170
18916, 2, 29, 6076, 120
18917, 2, 25, 6078, 41
18918, 2, 31, 3362, 178
18919, 2, 33, 3926, 8
18920, 2, 31, 5920, 109
18921, 2, 27, 6338, 107
18922, 2, 25, 785, 192
18923, 2, 30, 6362, 132
18924, 2, 30, 6589, 39
18925, 2, 27, 4940, 150
18926, 2, 25, 5590, 202
18927, 2, 32, 1310, 22
18928, 2, 31, 6187, 171
18929, 2, 29, 2968, 166
18930, 2, 28, 3720, -1
18931, 2, 29, 5628, 137
18932, 2, 28, 3376, 188
18933, 2, 30, 4172, 60
18934, 2, 29, 2829, 29
18935, 2, 34, 4276, 135
18936, 2, 25, 1599, 147
18937, 2, 27, 1335, 84
18938, 2, 29, 6390, 185
18939, 2, 26, 5636, 131
18940, 2, 25, 6509, 1
18941, 2, 27, 3304, 127
18942, 2, 30, 4348, 106
18943, 2, 25, 3409, 161
18944, 2, 29, 4280, 28
18945, 2, 32, 3912, 28
18946, 2, 29, 5521, 49
18947, 2, 29, 5260, 70
18948, 2, 34, 1883, 135
18949, 2, 29, 2414, 130
18950, 2, 30, 2574, 163
18951, 2, 31, 1765, 155
18952, 2, 32, 4291, 135
18953, 2, 32, 6254, 186
18954, 2, 27, 4231, 169
18955, 2, 27, 4439, 59
18956, 2, 28, 6438, 6
18957, 2, 34, 4976, 165
18958, 2, 28, 5277, 112
18959, 2, 32, 2232, 77
18960, 2, 26, 5775, 46
18961, 2, 32, 4382, 75
18962, 2, 25, 3828, 127
18963, 2, 25, 4414, 56
18964, 2, 32, 5401, 171
18965, 2, 29, 2740, 132
18966, 2, 28, 6198, 26
18967, 2, 28, 407, 56
18968, 2, 28, 6319, 37
18969, 2, 25, 6202, 125
18970, 2, 33, 4701, 15
18971, 2, 32, 6563, 167
18972, 2, 29, 1855, 143
18973, 2, 30, 3700, 203
18974, 2, 27, 3121, 191
18975, 2, 28, 4078, 184
18976, 2, 26, 5484, 108
18977, 2, 32, 5287, 208
18978, 2, 31, 4911, 163
18979, 2, 25, 4429, 149
18980, 2, 28, 4942, 121
18981, 2, 26, 4067, 37
18982, 2, 33, 3152, 167
18983, 2, 27, 4637, -1
18984, 2, 33, 6097, 28
18985, 2, 27, 4261, 178
18986, 2, 30, 6420, 186
18987, 2, 32, 3951, 32
18988, 2, 30, 6106, 111
18989, 2, 34, 4848, 6
18990, 2, 33, 6515, 144
18991, 2, 28, 4467, 97
18992, 2, 26, 5167, 60
18993, 2, 33, 5995, 161
18994, 2, 32, 5657, -1
18995, 2, 33, 3809, 42
18996, 2, 29, 6536, 189
18997, 2, 27, 3433, 121
18998, 2, 28, 5698, 57
18999, 2, 33, 5125, 108
19000, 2, 32, 5448, 182
19001, 2, 28, 4613, 58
19002, 2, 25, 5366, 71
19003, 2, 34, 4579, 61
19004, 2, 29, 5487, 136
19005, 2, 34, 5197, 154
19006, 2, 34, 6231, 163
19007, 2, 25, 5618, 153
19008, 2, 32, 3400, 24
19009, 2, 32, 1709, 50
19010, 2, 25, 3797, 25
19011, 2, 31, 2273, 173
19012, 2, 25, 557, -1
19013, 2, 32, 2494, 125
19014, 2, 32, 4822, 42
19015, 2, 25, 6466, 201
19016, 2, 32, 6313, 3
19017, 2, 32, 5174, 145
19018, 2, 30, 4299, 96
19019, 2, 30, 3179, 203
19020, 2, 26, 2020, 113
19021, 2, 34, 5335, 149
19022, 2, 32, 6106, 111
19023, 2, 25, 5440, 203
19024, 2, 29, 5202, 146
19025, 2, 26, 2659, 137
19026, 2, 29, 5341, 60
19027, 2, 28, 3128, 182
19028, 2, 31, 5975, 174
19029, 2, 34, 5309, 197
19030, 2, 34, 6372, 128
19031, 2, 28, 5943, 153
19032, 2, 25, 174, 35
19033, 2, 26, 934, 98
19034, 2, 28, 6434, 167
19035, 2, 27, 6369, 48
19036, 2, 30, 5524, 45
19037, 2, 29, 6369, 48
19038, 2, 30, 4158, 34
19039, 2, 27, 508, 144
19040, 2, 32, 813, 81
19041, 2, 34, 2410, 76
19042, 2, 30, 5499, 77
19043, 2, 30, 2107, 66
19044, 2, 30, 1668, 181
19045, 2, 29, 6281, 79
19046, 2, 26, 3767, 31
19047, 2, 30, 6483, 56
19048, 2, 25, 6197, 145
19049, 2, 27, 6405, 82
19050, 2, 30, 4601, 50
19051, 2, 33, 1380, 56
19052, 2, 33, 5599, 130
19053, 2, 31, 3048, 209
19054, 2, 26, 2850, 45
19055, 2, 32, 4370, 169
19056, 2, 29, 6541, 201
19057, 2, 33, 1538, -1
19058, 2, 32, 6008, 175
19059, 2, 29, 1309, 21
19060, 2, 33, 2157, 34
19061, 2, 25, 4581, 6
19062, 2, 32, 1228, 169
19063, 2, 30, 5308, 108
19064, 2, 27, 3138, 166
19065, 2, 29, 3117, 126
19066, 2, 25, 3476, 112
19067, 2, 28, 2899, 167
19068, 2, 34, 4453, 97
19069, 2, 29, 4405, 144
19070, 2, 31, 1779, 47
19071, 2, 25, 5334, 81
19072, 2, 25, 1524, 4
19073, 2, 34, 4275, 112
19074, 2, 33, 1660, 145
19075, 2, 26, 6290, -1
19076, 2, 26, 4722, 88
19077, 2, 28, 4970, 209
19078, 2, 32, 4994, 194
19079, 2, 25, 3516, 137
19080, 2, 33, 1275, -1
19081, 2, 26, 1897, 127
19082, 2, 26, 4570, 101
19083, 2, 28, 4080, 13
19084, 2, 33, 2878, 2
19085, 2, 30, 2132, 43
19086, 2, 32, 4795, 7
19087, 2, 25, 5197, 154
19088, 2, 31, 6435, 129
19089, 2, 31, 2694, 11
19090, 2, 27, 3341, 120
19091, 2, 30, 1424, 109
19092, 2, 25, 3565, 167
19093, 2, 31, 6522, 198
19094, 2, 30, 5377, 197
19095, 2, 25, 270, 203
19096, 2, 28, 6364, 114
19097, 2, 25, 5940, 162
19098, 2, 25, 4449, 173
19099, 2, 25, 5137, 174
19100, 2, 34, 6494, 188
19101, 2, 34, 6283, 31
19102, 2, 32, 3182, 173
19103, 2, 30, 1269, 6
19104, 2, 28, 4081, 84
19105, 2, 33, 5924, 62
19106, 2, 31, 947, -1
19107, 2, 34, 4636, 62
19108, 2, 31, 4493, -1
19109, 2, 32, 2307, 11
19110, 2, 33, 3238, 190
19111, 2, 33, 4211, 92
19112, 2, 29, 3287, 101
19113, 2, 34, 4261, 178
19114, 2, 30, 4657, 151
19115, 2, 33, 5222, 110
19116, 2, 34, 5966, 63
19117, 2, 32, 5787, 104
19118, 2, 32, 6489, 42
19119, 2, 27, 3209, 94
19120, 2, 27, 5615, 12
19121, 2, 34, 5703, 126
19122, 2, 33, 3448, 86
19123, 2, 34, 4962, 169
19124, 2, 31, 2470, 4
19125, 2, 32, 5006, 161
19126, 2, 28, 2100, -1
19127, 2, 34, 865, 171
19128, 2, 31, 1960, 51
19129, 2, 32, 2441, 106
19130, 2, 26, 5451, 88
19131, 2, 33, 3885, 37
19132, 2, 31, 5569, 184
19133, 2, 33, 6507, 54
19134, 2, 32, 3486, 132
19135, 2, 26, 6300, 94
19136, 2, 32, 3415, 27
19137, 2, 31, 5880, 147
19138, 2, 33, 4092, -1
19139, 2, 32, 5992, 136
19140, 2, 27, 2798, 74
19141, 2, 31, 1559, 14
19142, 2, 32, 3325, 26
19143, 2, 28, 2872, 163
19144, 2, 32, 6398, 134
19145, 2, 34, 1132, 69
19146, 2, 28, 3838, 125
19147, 2, 33, 4198, 144
19148, 2, 31, 5272, 195
19149, 2, 31, 5592, 114
19150, 2, 29, 2198, 13
19151, 2, 32, 5976, 191
19152, 2, 26, 3473, 127
19153, 2, 31, 4086, 65
19154, 2, 34, 6507, 54
19155, 2, 25, 5325, 145
19156, 2, 26, 4774, 20
19157, 2, 31, 5809, -1
19158, 2, 31, 3349, -1
19159, 2, 26, 2634, 12
19160, 2, 25, 63, 194
19161, 2, 27, 4162, 84
19162, 2, 27, 4482, 149
19163, 2, 31, 5723, 150
19164, 2, 25, 4628, 107
19165, 2, 29, 4135, 194
19166, 2, 32, 6489, 42
19167, 2, 31, 6325, 79
19168, 2, 26, 3570, 201
19169, 2, 32, 587, 22
19170, 2, 31, 2400, 51
19171, 2, 32, 4766, 47
19172, 2, 31, 6306, 16
19173, 2, 32, 6478, 17
19174, 2, 27, 5244, 169
19175, 2, 34, 104, 29
19176, 2, 33, 4901, 47
19177, 2, 33, 4183, 188
19178, 2, 29, 6238, 145
19179, 2, 28, 4453, 97
19180, 2, 31, 6563, 167
19181, 2, 27, 2348, 54
19182, 2, 32, 6178, 131
19183, 2, 30, 5816, 21
19184, 2, 34, 1754, 95
19185, 2, 30, 4731, 79
19186, 2, 25, 5126, 29
19187, 2, 29, 4156, 114
19188, 2, 34, 5439, 35
19189, 2, 33, 3172, 165
19190, 2, 34, 1990, 51
19191, 2, 28, 1979, 18
19192, 2, 29, 3330, 198
19193, 2, 29, 5887, 155
19194, 2, 31, 5317, 43
19195, 2, 34, 5443, 167
19196, 2, 25, 2668, 21
19197, 2, 33, 6202, 125
19198, 2, 25, 2770, 82
19199, 2, 32, 25, 136
19200, 2, 34, 5478, 138
19201, 2, 34, 5104, 132
19202, 2, 26, 1706, 79
19203, 2, 25, 6523, -1
19204, 2, 31, 6128, 141
19205, 2, 30, 6065, 99
19206, 2, 31, 3073, 26
19207, 2, 28, 4133, 99
19208, 2, 30, 4589, 67
19209, 2, 30, 2119, 8
19210, 2, 33, 3527, 136
19211, 2, 33, 4124, 81
19212, 2, 25, 5666, 169
19213, 2, 27, 2760, 45
19214, 2, 28, 6582, 27
19215, 2, 30, 4225, 123
19216, 2, 31, 3969, 144
19217, 2, 34, 5511, 134
19218, 2, 31, 2648, 2
19219, 2, 33, 5974, 79
19220, 2, 27, 6385, 83
19221, 2, 31, 5875, 153
19222, 2, 27, 6279, 35
19223, 2, 34, 5107, 77
19224, 2, 33, 6322, 80
19225, 2, 28, 6136, 127
19226, 2, 27, 3671, 74
19227, 2, 30, 5376, 27
19228, 2, 33, 3934, 28
19229, 2, 29, 4265, 181
19230, 2, 30, 2713, 174
19231, 2, 34, 3516, 137
19232, 2, 28, 1937, 21
19233, 2, 33, 6521, 23
19234, 2, 31, 4133, 99
19235, 2, 25, 5619, 73
19236, 2, 25, 1154, 145
19237, 2, 32, 6315, 148
19238, 2, 27, 18, 3
19239, 2, 31, 2732, 96
19240, 2, 33, 3169, 75
19241, 2, 30, 2757, 5
19242, 2, 33, 4061, 26
19243, 2, 34, 6573, 180
19244, 2, 31, 3952, 180
19245, 2, 25, 3783, 169
19246, 2, 30, 6552, 163
19247, 2, 27, 4069, 171
19248, 2, 28, 4720, 161
19249, 2, 29, 5024, 18
19250, 2, 28, 6472, 176
19251, 2, 31, 6377, 56
19252, 2, 26, 3811, 194
19253, 2, 28, 4716, 54
19254, 2, 26, 5300, 2
19255, 2, 34, 5088, 95
19256, 2, 25, 4569, -1
19257, 2, 34, 4439, 59
19258, 2, 34, 6075, 68
19259, 2, 31, 5074, 5
19260, 2, 29, 794, 171
19261, 2, 33, 6575, 26
19262, 2, 27, 6334, 1
19263, 2, 33, 3476, 112
19264, 2, 27, 5493, 184
19265, 2, 32, 6029, 185
19266, 2, 27, 2164, 31
19267, 2, 29, 4841, 127
19268, 2, 29, 6424, 190
19269, 2, 25, 6448, 132
19270, 2, 34, 2386, 47
19271, 2, 33, 4950, 15
19272, 2, 34, 5684, 82
19273, 2, 28, 3327, 80
19274, 2, 33, 6211, 28
19275, 2, 34, 5851, 35
19276, 2, 26, 5827, 2
19277, 2, 26, 6235, 199
19278, 2, 34, 6104, 124
19279, 2, 28, 3728, 177
19280, 2, 32, 4406, 18
19281, 2, 26, 5438, 128
19282, 2, 28, 6102, 150
19283, 2, 31, 2890, 70
19284, 2, 27, 5287, 208
19285, 2, 31, 1690, 33
19286, 2, 26, 6301, 206
19287, 2, 32, 2725, 169
19288, 2, 31, 5562, 25
19289, 2, 28, 3054, 49
19290, 2, 34, 1859, 89
19291, 2, 27, 3236, 131
19292, 2, 31, 5188, 79
19293, 2, 30, 6055, 29
19294, 2, 32, 5923, 26
19295, 2, 30, 5848, 82
19296, 2, 30, 5148, 50
19297, 2, 33, 5382, 58
19298, 2, 28, 4860, 88
19299, 2, 25, 6198, 26
19300, 2, 29, 5408, 141
19301, 2, 33, 6544, 172
19302, 2, 28, 4601, 50
19303, 2, 27, 2217, 148
19304, 2, 25, 2742, 199
19305, 2, 32, 1301, 77
19306, 2, 28, 3581, 8
19307, 2, 34, 5227, 162
19308, 2, 29, 3806, 150
19309, 2, 26, 2618, 65
19310, 2, 33, 4549, 121
19311, 2, 27, 6515, 144
19312, 2, 30, 3470, 152
19313, 2, 25, 5480, 8
19314, 2, 26, 554, 42
19315, 2, 28, 6371, 50
19316, 2, 31, 3011, 150
19317, 2, 26, 6323, 51
19318, 2, 27, 4897, -1
19319, 2, 25, 1690, 33
19320, 2, 33, 5633, 143
19321, 2, 27, 6344, 88
19322, 2, 33, 5774, 56
19323, 2, 26, 4434, 19
19324, 2, 34, 3575, 159
19325, 2, 31, 6435, 129
19326, 2, 27, 2905, 127
19327, 2, 32, 5932, 109
19328, 2, 34, 5044, 86
19329, 2, 25, 1928, 80
19330, 2, 32, 2369, 140
19331, 2, 26, 4027, 124
19332, 2, 31, 3130, 61
19333, 2, 32, 4151, 126
19334, 2, 28, 5243, 144
19335, 2, 29, 5399, 24
19336, 2, 26, 2040, 173
19337, 2, 26, 4205, 21
19338, 2, 29, 2974, 146
19339, 2, 26, 5033, 143
19340, 2, 25, 2713, 174
19341, 2, 31, 5031, 202
19342, 2, 33, 2112, 120
19343, 2, 27, 1292, 1
19344, 2, 32, 3124, 104
19345, 2, 32, 5550, 140
19346, 2, 28, 5646, 106
19347, 2, 33, 4622, 170
19348, 2, 26, 6480, 210
19349, 2, 30, 6248, 73
19350, 2, 27, 6194, 184
19351, 2, 31, 6588, 63
19352, 2, 33, 6034, 51
19353, 2, 34, 5961, 42
19354, 2, 30, 5074, 5
19355, 2, 28, 6374, 111
19356, 2, 25, 2077, 8
19357, 2, 34, 3939, 126
19358, 2, 27, 138, 93
19359, 2, 32, 6515, 144
19360, 2, 26, 4680, 185
19361, 2, 29, 6259, 203
19362, 2, 25, 6142, 66
19363, 2, 30, 4482, 149
19364, 2, 31, 6455, 62
19365, 2, 29, 4686, 1
19366, 2, 26, 5388, 129
19367, 2, 27, 3679, 23
19368, 2, 26, 1000, 177
19369, 2, 28, 3198, 103
19370, 2, 33, 3002, 137
19371, 2, 30, 5411, 83
19372, 2, 28, 4486, 139
19373, 2, 29, 6589, 39
19374, 2, 25, 2510, 82
19375, 2, 26, 6404, 149
19376, 2, 26, 6347, 209
19377, 2, 32, 6184, 103
19378, 2, 26, 5513, 114
19379, 2, 26, 1938, 35
19380, 2, 29, 4397, 197
19381, 2, 25, 1697, 27
19382, 2, 28, 5479, 86
19383, 2, 29, 5628, 137
19384, 2, 27, 5845, 8
19385, 2, 25, 4689, -1
19386, 2, 30, 6461, 188
19387, 2, 27, 181, 166
19388, 2, 26, 2881, 105
19389, 2, 26, 6173, 82
19390, 2, 30, 5492, 57
19391, 2, 34, 2916, 126
19392, 2, 26, 1841, 54
19393, 2, 28, 4812, 51
19394, 2, 30, 5983, 69
19395, 2, 32, 3733, -1
19396, 2, 30, 4755, 141
19397, 2, 31, 2237, -1
19398, 2, 27, 3226, 131
19399, 2, 33, 2750, 210
19400, 2, 34, 2619, 20
19401, 2, 33, 5088, 95
19402, 2, 32, 4197, 86
19403, 2, 25, 5322, 145
19404, 2, 27, 5046, 51
19405, 2, 32, 4688, 44
19406, 2, 33, 3801, 128
19407, 2, 30, 253, 78
19408, 2, 28, 1688, 141
19409, 2, 25, 6452, 97
19410, 2, 34, 6392, 63
19411, 2, 26, 5815, 35
19412, 2, 26, 3198, 103
19413, 2, 28, 5466, 15
19414, 2, 26, 1705, 135
19415, 2, 28, 5461, 21
19416, 2, 29, 6396, 116
19417, 2, 25, 3561, 200
19418, 2, 28, 3300, 104
19419, 2, 27, 5641, -1
19420, 2, 34, 5554, 104
19421, 2, 27, 5467, 59
19422, 2, 31, 6336, 82
19423, 2, 30, 5987, 126
19424, 2, 28, 6511, 37
19425, 2, 27, 3769, 209
19426, 2, 26, 6425, 12
19427, 2, 30, 6529, 133
19428, 2, 27, 2510, 82
19429, 2, 26, 5874, 178
19430, 2, 34, 5290, 70
19431, 2, 32, 5345, 210
19432, 2, 30, 555, 120
19433, 2, 34, 1268, 95
19434, 2, 28, 3969, 144
19435, 2, 32, 5494, 58
19436, 2, 30, 501, -1
19437, 2, 31, 5408, 141
19438, 2, 25, 5779, 197
19439, 2, 31, 3197, 152
19440, 2, 34, 5043, 152
19441, 2, 31, 2475, 59
19442, 2, 25, 5850, 7
19443, 2, 25, 3938, 137
19444, 2, 30, 5226, 68
19445, 2, 29, 4281, 41
19446, 2, 30, 2863, 85
19447, 2, 29, 1560, 206
19448, 2, 30, 1905, 201
19449, 2, 31, 5514, 27
19450, 2, 27, 601, 24
19451, 2, 33, 5958, 58
19452, 2, 31, 2831, 5
19453, 2, 27, 2279, 34
19454, 2, 27, 6214, 153
19455, 2, 32, 5270, 69
19456, 2, 29, 788, 88
19457, 2, 28, 6369, 48
19458, 2, 25, 1008, 107
19459, 2, 28, 4112, -1
19460, 2, 33, 6537, 99
19461, 2, 27, 5831, 124
19462, 2, 27, 2543, 98
19463, 2, 32, 5195, 178
19464, 2, 26, 3997, 172
19465, 2, 27, 3827, -1
19466, 2, 33, 4813, 164
19467, 2, 30, 6179, 66
19468, 2, 32, 2709, 143
19469, 2, 29, 811, 170
19470, 2, 29, 4296, 63
19471, 2, 29, 5030, 127
19472, 2, 26, 4208, 30
19473, 2, 26, 0, 0
19474, 2, 33, 2669, 23
19475, 2, 28, 6225, 141
19476, 2, 25, 5260, 70
19477, 2, 34, 2966, 181
19478, 2, 30, 6184, 103
19479, 2, 29, 6420, 186
19480, 2, 34, 4713, 20
19481, 2, 26, 1048, 32
19482, 2, 32, 3220, 109
19483, 2, 26, 5626, 120
19484, 2, 25, 3774, 106
19485, 2, 34, 4380, 112
19486, 2, 31, 1103, 122
19487, 2, 30, 305, 180
19488, 2, 31, 5759, 174
19489, 2, 32, 2646, 24
19490, 2, 31, 5068, -1
19491, 2, 27, 4669, 60
19492, 2, 34, 2294, 185
19493, 2, 32, 3937, 20
19494, 2, 26, 6516, 112
19495, 2, 31, 4767, 122
19496, 2, 31, 5265, 25
19497, 2, 28, 6403, 94
19498, 2, 27, 5884, 75
19499, 2, 34, 4553, 207
19500, 2, 28, 4742, 163
19501, 2, 33, 4602, 92
19502, 2, 34, 3938, 137
19503, 2, 32, 451, 75
19504, 2, 32, 3859, 82
19505, 2, 26, 6018, 56
19506, 2, 31, 1540, 75
19507, 2, 26, 3555, 27
19508, 2, 31, 6068, 106
19509, 2, 26, 3605, 107
19510, 2, 25, 5458, 104
19511, 2, 34, 718, 112
19512, 2, 31, 4593, 68
19513, 2, 26, 4290, -1
19514, 2, 27, 4013, 109
19515, 2, 25, 2890, 70
19516, 2, 29, 1008, 107
19517, 2, 27, 6492, 22
19518, 2, 31, 3962, 199
19519, 2, 29, 6261, 17
19520, 2, 34, 3854, 27
19521, 2, 31, 1313, 136
19522, 2, 27, 2304, 148
19523, 2, 31, 3624, 41
19524, 2, 34, 2246, 114
19525, 2, 32, 6518, 188
19526, 2, 33, 5760, 91
19527, 2, 34, 5590, 202
19528, 2, 33, 877, 6
19529, 2, 30, 3120, 134
19530, 2, 31, 5124, 203
19531, 2, 34, 4936, 195
19532, 2, 26, 5978, 149
19533, 2, 26, 345, 76
19534, 2, 34, 6514, 32
19535, 2, 28, 243, 76
19536, 2, 27, 2243, 137
19537, 2, 31, 3605, 107
19538, 2, 25, 5911, 28
19539, 2, 29, 1538, -1
19540, 2, 29, 2348, 54
19541, 2, 28, 4651, 172
19542, 2, 28, 0, 0
19543, 2, 26, 3779, 114
19544, 2, 30, 4019, 202
19545, 2, 28, 5697, 193
19546, 2, 26, 4172, 60
19547, 2, 27, 5477, 19
19548, 2, 31, 4320, 180
19549, 2, 30, 4301, 201
19550, 2, 32, 4900, 45
19551, 2, 26, 2570, 34
19552, 2, 25, 4828, 190
19553, 2, 27, 2381, 106
19554, 2, 33, 6169, 139
19555, 2, 26, 2599, 92
19556, 2, 27, 6158, -1
19557, 2, 33, 5709, 6
19558, 2, 26, 2570, 34
19559, 2, 34, 6225, 141
19560, 2, 32, 4873, 103
19561, 2, 26, 5906, -1
19562, 2, 34, 4739, 161
19563, 2, 25, 4928, 63
19564, 2, 30, 3088, 209
19565, 2, 27, 4758, 150
19566, 2, 29, 3115, 10
19567, 2, 30, 5818, 125
19568, 2, 34, 6290, -1
19569, 2, 33, 4454, -1
19570, 2, 33, 2984, 18
19571, 2, 26, 4161, 50
19572, 2, 34, 2502, 78
19573, 2, 28, 5036, 162
19574, 2, 33, 2439, 23
19575, 2, 27, 4821, 125
19576, 2, 28, 3413, 180
19577, 2, 30, 4851, 190
19578, 2, 31, 997, 18
19579, 2, 29, 6298, 58
19580, 2, 31, 2180, 124
19581, 2, 34, 2237, -1
19582, 2, 28, 5538, 109
19583, 2, 31, 4633, 116
19584, 2, 30, 6277, 193
19585, 2, 31, 5202, 146
19586, 2, 34, 5311, 186
19587, 2, 34, 4281, 41
19588, 2, 32, 4901, 47
19589, 2, 32, 5353, 57
19590, 2, 29, 6177, 34
19591, 2, 27, 5684, 82
19592, 2, 31, 4658, 109
19593, 2, 26, 5584, 11
19594, 2, 27, 3892, 182
19595, 2, 32, 3144, 17
19596, 2, 25, 3883, 150
19597, 2, 29, 6394, 95
19598, 2, 29, 6075, 68
19599, 2, 31, 2499, 51
19600, 2, 31, 6518, 188
19601, 2, 30, 5007, 97
19602, 2, 30, 6587, 103
19603, 2, 30, 2850, 45
19604, 2, 33, 5182, 178
19605, 2, 33, 3066, 19
19606, 2, 25, 3651, 113
19607, 2, 28, 3365, 178
19608, 2, 33, 149, 202
19609, 2, 29, 2116, 162
19610, 2, 30, 3916, 98
19611, 2, 31, 6328, 161
19612, 2, 30, 6201, 118
19613, 2, 28, 5870, 206
19614, 2, 27, 5261, 56
19615, 2, 33, 5231, 190
19616, 2, 30, 1327, 60
19617, 2, 32, 2303, 70
19618, 2, 33, 5054, 54
19619, 2, 33, 545, 133
19620, 2, 34, 6499, 176
19621, 2, 25, 3610, 95
19622, 2, 32, 5149, 160
19623, 2, 34, 5299, 146
19624, 2, 32, 5974, 79
19625, 2, 34, 4975, 134
19626, 2, 27, 3773, 98
19627, 2, 27, 6224, 178
19628, 2, 32, 2797, 198
19629, 2, 29, 5726, 43
19630, 2, 28, 939, 105
19631, 2, 34, 2244, 129
19632, 2, 31, 5920, 109
19633, 2, 27, 6408, 29
19634, 2, 25, 1965, 42
19635, 2, 29, 5079, -1
19636, 2, 29, 1721, 184
19637, 2, 31, 3251, 173
19638, 2, 34, 6376, 153
19639, 2, 27, 2617, -1
19640, 2, 33, 3957, 43
19641, 2, 27, 4356, 120
19642, 2, 29, 5142, 201
19643, 2, 30, 3746, -1
19644, 2, 26, 2448, 185
19645, 2, 31, 3148, 97
19646, 2, 34, 4120, 125
19647, 2, 28, 1526, 122
19648, 2, 28, 4175, 162
19649, 2, 26, 5348, 44
19650, 2, 26, 5491, 180
19651, 2, 32, 5533, 22
19652, 2, 34, 5959, 168
19653, 2, 29, 6304, 181
19654, 2, 31, 4088, 197
19655, 2, 25, 5756, 28
