ID, age
2, 71
6, 70
12, 62
18, 61
30, 70
31, 64
34, 68
44, 79
50, 80
63, 69
64, 62
68, 64
89, 64
92, 70
96, 72
99, 79
103, 69
104, 63
108, 62
109, 77
110, 77
111, 62
117, 75
121, 75
123, 66
132, 66
137, 66
154, 83
169, 69
176, 76
177, 62
196, 63
199, 63
200, 64
201, 61
202, 64
203, 78
236, 67
238, 64
254, 65
257, 80
265, 67
280, 66
281, 66
300, 75
306, 67
320, 72
337, 62
338, 60
350, 82
369, 67
378, 65
384, 65
387, 64
391, 61
413, 68
414, 83
435, 62
459, 63
465, 69
499, 61
500, 67
512, 77
514, 69
522, 68
532, 64
539, 66
551, 70
571, 65
583, 67
597, 67
640, 64
704, 67
705, 79
708, 70
718, 78
723, 75
730, 70
764, 69
765, 82
767, 69
785, 67
792, 63
820, 66
823, 69
835, 66
844, 63
853, 72
882, 61
885, 69
886, 66
898, 62
910, 71
922, 74
938, 80
941, 68
945, 67
951, 61
970, 76
974, 70
1003, 74
1021, 64
1027, 75
1031, 72
1053, 73
1057, 67
1073, 75
1074, 74
1080, 70
1102, 66
1164, 78
1174, 65
1203, 73
1204, 80
1209, 65
1214, 73
1225, 72
1231, 74
1241, 71
1244, 72
1256, 73
1282, 71
1283, 67
1289, 82
1293, 71
1302, 61
1310, 66
1324, 69
1330, 75
1352, 76
1374, 62
1382, 68
1383, 73
1389, 61
1390, 69
1397, 81
1409, 81
1417, 60
1418, 77
1427, 67
1458, 60
1487, 78
1496, 76
1510, 69
1519, 67
1527, 60
1534, 70
1540, 82
1542, 64
1557, 64
1559, 62
1577, 82
1596, 77
1599, 67
1609, 75
1621, 64
1627, 70
1636, 60
1642, 60
1659, 71
1664, 68
1675, 75
1682, 74
1689, 81
1701, 67
1705, 83
1708, 82
1709, 64
1711, 70
1713, 75
1714, 78
1727, 72
1733, 65
1734, 62
1736, 63
1741, 80
1749, 67
1761, 78
1776, 65
1777, 72
1781, 64
1785, 66
1803, 60
1849, 61
1871, 63
1873, 78
1907, 65
1912, 79
1928, 71
1943, 61
1947, 74
1951, 67
1953, 83
1963, 60
1981, 76
1992, 63
2020, 72
2024, 72
2034, 68
2038, 77
2041, 71
2068, 62
2077, 84
2081, 63
2090, 75
2099, 73
2110, 72
2112, 63
2124, 71
