ID, age
5, 55, 59, -1, 0.000000, 0.000000
7, 55, 1, 1, 0.000000, 0.000000
11, 55, 1, 1, 0.000000, 0.000000
20, 55, 1, 1, 0.000000, 0.000000
21, 55, 1, 1, 0.000000, 0.000000
22, 55, 1, 1, 0.000000, 0.000000
23, 55, 1, 1, 0.000000, 0.000000
44, 55, 1, 1, 0.000000, 0.000000
54, 55, 1, 1, 0.000000, 0.000000
63, 55, 1, 1, 0.000000, 0.000000
71, 55, 1, 1, 0.000000, 0.000000
81, 55, 1, 1, 0.000000, 0.000000
94, 55, 1, 1, 0.000000, 0.000000
96, 55, 1, 1, 0.000000, 0.000000
97, 55, 1, 1, 0.000000, 0.000000
101, 55, 1, 1, 0.000000, 0.000000
103, 55, 1, 1, 0.000000, 0.000000
106, 55, 1, 1, 0.000000, 0.000000
109, 55, 1, 1, 0.000000, 0.000000
116, 55, 1, 1, 0.000000, 0.000000
118, 55, 1, 1, 0.000000, 0.000000
121, 55, 1, 1, 0.000000, 0.000000
130, 55, 1, 1, 0.000000, 0.000000
134, 55, 1, 1, 0.000000, 0.000000
135, 55, 1, 1, 0.000000, 0.000000
146, 55, 1, 1, 0.000000, 0.000000
147, 55, 1, 1, 0.000000, 0.000000
150, 55, 1, 1, 0.000000, 0.000000
151, 55, 1, 1, 0.000000, 0.000000
159, 55, 1, 1, 0.000000, 0.000000
162, 55, 1, 1, 0.000000, 0.000000
171, 55, 1, 1, 0.000000, 0.000000
174, 55, 1, 1, 0.000000, 0.000000
176, 55, 1, 1, 0.000000, 0.000000
181, 55, 1, 1, 0.000000, 0.000000
184, 55, 1, 1, 0.000000, 0.000000
186, 55, 1, 1, 0.000000, 0.000000
187, 55, 1, 1, 0.000000, 0.000000
199, 55, 1, 1, 0.000000, 0.000000
210, 55, 1, 1, 0.000000, 0.000000
216, 55, 1, 1, 0.000000, 0.000000
218, 55, 1, 1, 0.000000, 0.000000
219, 55, 1, 1, 0.000000, 0.000000
223, 55, 1, 1, 0.000000, 0.000000
228, 55, 1, 1, 0.000000, 0.000000
238, 55, 1, 1, 0.000000, 0.000000
244, 55, 1, 1, 0.000000, 0.000000
