ID, age
11, 65, 59, -1, 0.000000, 0.000000
54, 65, 1, 1, 0.000000, 0.000000
63, 65, 1, 1, 0.000000, 0.000000
71, 65, 1, 1, 0.000000, 0.000000
96, 65, 1, 1, 0.000000, 0.000000
101, 65, 1, 1, 0.000000, 0.000000
106, 65, 1, 1, 0.000000, 0.000000
116, 65, 1, 1, 0.000000, 0.000000
118, 65, 1, 1, 0.000000, 0.000000
121, 65, 1, 1, 0.000000, 0.000000
135, 65, 1, 1, 0.000000, 0.000000
146, 65, 1, 1, 0.000000, 0.000000
147, 65, 1, 1, 0.000000, 0.000000
150, 65, 1, 1, 0.000000, 0.000000
151, 65, 1, 1, 0.000000, 0.000000
162, 65, 1, 1, 0.000000, 0.000000
171, 65, 1, 1, 0.000000, 0.000000
176, 65, 1, 1, 0.000000, 0.000000
184, 65, 1, 1, 0.000000, 0.000000
187, 65, 1, 1, 0.000000, 0.000000
199, 65, 1, 1, 0.000000, 0.000000
210, 65, 1, 1, 0.000000, 0.000000
218, 65, 1, 1, 0.000000, 0.000000
219, 65, 1, 1, 0.000000, 0.000000
223, 65, 1, 1, 0.000000, 0.000000
228, 65, 1, 1, 0.000000, 0.000000
238, 65, 1, 1, 0.000000, 0.000000
244, 65, 1, 1, 0.000000, 0.000000
