ID, gender, age
1, 1, 56
2, 1, 55
5, 1, 56
7, 1, 50
9, 1, 58
15, 1, 50
16, 1, 55
21, 1, 58
24, 1, 58
27, 1, 51
28, 1, 52
32, 1, 51
33, 1, 57
40, 1, 51
42, 1, 50
46, 1, 51
52, 1, 58
54, 1, 57
55, 1, 53
59, 1, 54
61, 1, 58
67, 1, 58
68, 1, 54
75, 1, 56
76, 1, 54
78, 1, 58
79, 1, 52
83, 1, 54
84, 1, 57
85, 1, 50
86, 1, 54
91, 1, 50
93, 1, 55
96, 1, 54
98, 1, 54
99, 1, 52
100, 1, 51
101, 1, 59
106, 1, 56
114, 1, 57
115, 1, 52
119, 1, 59
122, 1, 59
123, 1, 55
125, 1, 59
128, 1, 55
132, 1, 56
133, 1, 52
139, 1, 54
140, 1, 53
151, 1, 59
152, 1, 53
154, 1, 50
159, 1, 56
160, 1, 59
161, 1, 50
165, 1, 54
166, 1, 50
168, 1, 51
169, 1, 55
181, 1, 55
192, 1, 57
194, 1, 57
195, 1, 54
198, 1, 56
199, 1, 52
200, 1, 58
202, 1, 57
209, 1, 59
212, 1, 54
225, 1, 57
230, 1, 50
232, 1, 50
235, 1, 50
240, 1, 50
243, 1, 56
256, 1, 53
257, 1, 54
264, 1, 57
265, 1, 54
268, 1, 50
269, 1, 54
270, 1, 59
277, 1, 56
280, 1, 54
286, 1, 52
298, 1, 50
302, 1, 57
308, 1, 51
312, 1, 57
313, 1, 52
318, 1, 53
320, 1, 50
322, 1, 56
326, 1, 51
331, 1, 57
333, 1, 55
335, 1, 55
336, 1, 56
339, 1, 52
341, 1, 50
342, 1, 51
348, 1, 54
349, 1, 52
352, 1, 59
353, 1, 50
359, 1, 51
366, 1, 57
371, 1, 54
374, 1, 59
376, 1, 56
377, 1, 52
385, 1, 57
390, 1, 59
394, 1, 53
398, 1, 56
405, 1, 51
417, 1, 57
421, 1, 59
424, 1, 57
426, 1, 52
428, 1, 59
429, 1, 58
435, 1, 50
436, 1, 53
438, 1, 52
445, 1, 59
446, 1, 56
447, 1, 52
448, 1, 51
450, 1, 50
457, 1, 51
461, 1, 58
471, 1, 53
488, 1, 54
490, 1, 54
499, 1, 57
500, 1, 51
515, 1, 51
518, 1, 53
522, 1, 53
523, 1, 50
527, 1, 50
531, 1, 55
538, 1, 54
543, 1, 52
547, 1, 56
555, 1, 53
556, 1, 55
566, 1, 54
570, 1, 56
578, 1, 55
579, 1, 51
580, 1, 50
588, 1, 51
590, 1, 52
602, 1, 50
616, 1, 54
621, 1, 53
623, 1, 54
624, 1, 51
625, 1, 58
630, 1, 56
635, 1, 56
636, 1, 56
637, 1, 54
655, 1, 55
657, 1, 57
659, 1, 57
661, 1, 51
665, 1, 53
667, 1, 50
669, 1, 56
672, 1, 56
676, 1, 56
677, 1, 54
684, 1, 55
685, 1, 56
688, 1, 56
699, 1, 51
705, 1, 52
706, 1, 57
712, 1, 52
715, 1, 52
721, 1, 54
727, 1, 57
742, 1, 50
744, 1, 58
747, 1, 52
748, 1, 57
749, 1, 57
752, 1, 54
759, 1, 55
773, 1, 50
774, 1, 50
776, 1, 51
783, 1, 55
785, 1, 58
786, 1, 55
792, 1, 54
794, 1, 59
797, 1, 51
798, 1, 53
801, 1, 54
807, 1, 53
808, 1, 53
815, 1, 58
820, 1, 58
825, 1, 53
833, 1, 50
837, 1, 59
839, 1, 54
840, 1, 58
842, 1, 50
843, 1, 56
853, 1, 50
854, 1, 58
861, 1, 53
864, 1, 52
868, 1, 59
869, 1, 56
873, 1, 52
877, 1, 53
878, 1, 52
879, 1, 52
883, 1, 51
885, 1, 57
886, 1, 59
887, 1, 54
894, 1, 57
904, 1, 52
907, 1, 50
909, 1, 53
914, 1, 50
915, 1, 51
917, 1, 56
918, 1, 52
919, 1, 56
930, 1, 57
939, 1, 52
940, 1, 51
944, 1, 58
947, 1, 53
949, 1, 57
950, 1, 51
951, 1, 55
953, 1, 51
960, 1, 54
961, 1, 55
962, 1, 55
967, 1, 52
968, 1, 54
970, 1, 51
971, 1, 52
972, 1, 55
973, 1, 58
974, 1, 59
976, 1, 51
978, 1, 50
980, 1, 51
982, 1, 50
986, 1, 51
987, 1, 53
989, 1, 59
997, 1, 53
1006, 1, 52
1020, 1, 51
1029, 1, 55
1037, 1, 55
1050, 1, 55
1055, 1, 59
1058, 1, 53
1059, 1, 56
