ID, age
1, 28
2, 31
3, 22
5, 38
6, 30
7, 31
8, 37
10, 41
11, 32
12, 22
13, 35
14, 29
15, 33
16, 21
17, 35
18, 21
19, 42
21, 31
22, 38
23, 37
24, 24
25, 27
27, 32
28, 43
29, 37
30, 30
31, 24
32, 22
33, 42
34, 28
36, 37
38, 26
39, 31
40, 37
41, 24
42, 43
44, 39
45, 29
46, 32
47, 43
48, 44
49, 35
50, 40
51, 33
52, 21
55, 26
56, 43
57, 32
58, 40
59, 41
60, 26
61, 25
62, 20
63, 29
64, 22
65, 31
66, 25
67, 41
68, 24
69, 33
70, 27
71, 44
72, 40
73, 27
74, 40
75, 34
76, 37
77, 29
78, 34
79, 38
80, 20
82, 28
83, 21
84, 23
85, 33
86, 29
87, 23
88, 21
89, 24
90, 44
91, 27
92, 30
93, 21
95, 34
96, 32
97, 21
98, 31
99, 39
100, 34
101, 40
102, 40
103, 29
104, 23
105, 37
106, 21
108, 22
109, 37
110, 37
111, 22
112, 26
113, 21
114, 25
115, 31
117, 35
118, 34
119, 39
120, 39
121, 35
122, 24
123, 26
124, 37
125, 42
127, 26
128, 20
130, 22
131, 37
132, 26
133, 42
134, 23
135, 31
136, 35
137, 26
138, 28
139, 39
140, 44
142, 41
143, 27
144, 24
145, 23
146, 39
147, 40
148, 38
150, 35
151, 35
152, 44
153, 41
154, 43
155, 38
156, 40
157, 41
158, 21
160, 25
161, 24
162, 33
163, 34
164, 23
165, 36
166, 20
167, 38
168, 20
169, 29
170, 34
171, 44
172, 34
173, 32
174, 26
175, 38
176, 36
177, 22
181, 27
183, 32
184, 23
185, 20
186, 27
187, 44
189, 28
191, 24
192, 32
193, 30
194, 38
195, 38
196, 23
197, 38
199, 23
200, 24
201, 21
202, 24
203, 38
204, 33
205, 33
206, 33
207, 26
208, 35
209, 24
210, 38
211, 23
212, 33
213, 39
214, 37
215, 37
217, 44
219, 40
221, 35
222, 44
224, 20
225, 39
226, 35
228, 34
229, 24
230, 31
231, 39
232, 27
233, 37
234, 34
235, 42
236, 27
237, 25
238, 24
239, 43
240, 31
241, 42
242, 23
243, 44
245, 41
246, 38
248, 42
250, 30
251, 25
252, 21
253, 31
254, 25
256, 25
257, 40
258, 31
259, 39
260, 21
261, 42
263, 28
264, 36
265, 27
266, 28
267, 44
268, 32
269, 32
270, 44
271, 20
272, 31
273, 22
274, 44
275, 24
276, 20
277, 38
278, 41
279, 43
280, 26
281, 26
282, 25
283, 28
284, 39
285, 30
286, 33
287, 44
288, 26
289, 44
290, 41
291, 29
292, 43
293, 33
294, 38
295, 35
297, 21
298, 36
299, 29
300, 35
301, 35
303, 21
304, 37
305, 31
306, 27
307, 40
308, 26
309, 24
310, 38
311, 32
312, 32
313, 43
316, 29
317, 31
318, 30
319, 37
320, 32
321, 26
322, 21
323, 33
324, 42
326, 25
327, 39
328, 44
329, 41
330, 24
332, 31
333, 35
334, 37
336, 23
337, 22
338, 20
339, 29
340, 28
341, 40
342, 44
343, 42
346, 26
348, 29
350, 42
351, 42
352, 20
353, 20
354, 30
355, 42
356, 44
357, 35
358, 37
359, 43
360, 33
361, 43
362, 35
364, 35
365, 29
366, 26
368, 31
369, 27
370, 25
371, 39
372, 24
373, 24
374, 39
375, 43
376, 21
377, 20
378, 25
380, 37
381, 24
382, 29
384, 25
385, 41
386, 37
387, 24
388, 33
390, 24
391, 21
392, 29
393, 39
394, 22
395, 22
396, 26
397, 29
398, 41
399, 37
400, 38
401, 23
402, 34
403, 42
404, 28
406, 43
407, 31
408, 28
409, 23
411, 23
413, 28
414, 43
415, 35
416, 24
417, 37
418, 41
419, 38
420, 24
421, 20
422, 41
423, 33
425, 44
426, 35
427, 23
428, 28
429, 33
430, 42
431, 23
433, 31
434, 20
435, 22
436, 41
437, 20
438, 33
439, 27
440, 24
441, 31
442, 30
443, 34
444, 41
446, 24
447, 23
448, 22
449, 20
450, 43
451, 26
452, 22
453, 39
454, 42
456, 38
458, 22
459, 23
460, 23
461, 20
463, 42
464, 33
465, 29
466, 21
467, 30
468, 29
469, 34
470, 37
471, 35
472, 22
473, 24
474, 24
475, 44
476, 34
478, 24
480, 30
481, 22
482, 20
484, 41
485, 44
486, 34
487, 37
488, 33
489, 37
490, 40
492, 39
493, 24
494, 35
495, 27
496, 35
497, 36
499, 21
500, 27
501, 31
502, 37
503, 30
504, 37
505, 43
506, 31
507, 26
508, 29
509, 35
510, 20
511, 41
512, 37
514, 29
515, 35
516, 21
517, 44
518, 27
519, 34
520, 38
521, 25
522, 28
523, 32
524, 31
525, 20
526, 41
527, 21
529, 36
532, 24
533, 41
534, 35
537, 21
538, 25
539, 26
540, 38
541, 27
543, 32
545, 34
546, 25
547, 32
548, 35
549, 32
550, 24
551, 30
553, 34
554, 44
555, 25
556, 36
557, 40
558, 28
559, 32
560, 33
561, 33
562, 36
564, 29
565, 26
566, 37
567, 26
568, 30
570, 32
571, 25
572, 29
573, 37
575, 40
576, 28
577, 43
578, 28
579, 43
580, 32
581, 34
582, 28
583, 27
584, 23
585, 27
586, 34
588, 24
589, 20
590, 29
591, 38
592, 33
593, 20
594, 33
596, 28
597, 27
598, 26
599, 38
600, 28
602, 44
603, 37
605, 39
606, 33
607, 42
608, 39
611, 26
613, 27
617, 27
620, 27
621, 44
622, 36
623, 42
624, 21
625, 26
627, 32
628, 35
629, 24
630, 25
632, 20
633, 26
634, 36
635, 36
636, 22
638, 34
639, 41
640, 24
641, 33
642, 25
643, 38
646, 32
647, 32
648, 24
652, 24
653, 21
654, 28
656, 29
657, 27
658, 39
659, 44
661, 22
662, 20
663, 31
665, 38
666, 25
667, 33
668, 44
671, 25
672, 29
673, 36
674, 20
675, 25
676, 34
677, 34
678, 38
679, 38
680, 38
681, 25
682, 27
683, 42
684, 27
686, 25
687, 38
688, 44
689, 21
690, 38
693, 38
694, 44
695, 34
696, 33
697, 24
698, 22
700, 20
701, 33
702, 39
703, 30
704, 27
705, 39
706, 37
708, 30
709, 32
710, 36
711, 23
712, 38
713, 43
714, 23
715, 20
718, 38
719, 37
721, 33
722, 25
723, 35
724, 28
725, 25
726, 24
727, 41
728, 31
729, 28
730, 30
731, 34
732, 43
733, 24
734, 21
735, 25
736, 20
737, 38
738, 23
739, 30
740, 26
741, 40
742, 34
743, 44
744, 40
745, 37
746, 21
747, 33
749, 41
750, 26
751, 35
752, 30
753, 31
754, 25
755, 40
756, 38
757, 31
758, 37
759, 27
760, 41
761, 24
763, 40
764, 29
765, 42
766, 22
767, 29
768, 35
769, 28
770, 42
771, 43
772, 25
773, 33
774, 42
775, 20
777, 43
778, 34
779, 29
780, 42
781, 42
782, 44
783, 27
785, 27
786, 24
787, 24
788, 38
789, 43
790, 31
792, 23
794, 32
797, 36
798, 43
799, 43
800, 44
803, 24
805, 41
806, 27
808, 42
809, 41
810, 21
811, 39
812, 38
813, 21
814, 23
817, 27
818, 29
819, 23
820, 26
821, 42
822, 40
823, 29
824, 28
826, 43
827, 36
829, 43
830, 35
831, 22
832, 41
833, 34
834, 29
835, 26
836, 30
837, 36
838, 44
839, 29
840, 34
841, 20
842, 23
843, 29
844, 23
846, 34
847, 33
848, 34
849, 21
850, 37
851, 42
853, 32
854, 26
856, 42
857, 26
858, 20
859, 20
860, 24
861, 35
862, 24
863, 20
864, 26
865, 33
866, 27
868, 26
869, 26
870, 23
871, 40
872, 28
873, 27
874, 26
875, 32
876, 35
877, 41
878, 20
879, 24
880, 42
881, 37
882, 21
883, 42
884, 27
885, 29
886, 26
887, 26
888, 35
889, 27
890, 28
891, 40
892, 44
893, 32
894, 42
895, 28
896, 21
897, 24
898, 22
900, 32
901, 27
902, 27
903, 41
904, 36
905, 33
906, 30
907, 27
908, 31
910, 31
911, 30
912, 25
913, 35
914, 28
915, 34
916, 21
917, 36
918, 40
920, 20
921, 23
922, 34
923, 20
924, 35
925, 31
926, 30
927, 38
928, 38
929, 32
930, 23
931, 27
934, 25
935, 33
936, 20
938, 40
940, 23
941, 28
943, 28
944, 20
945, 27
946, 42
947, 22
948, 21
949, 39
950, 41
951, 21
952, 44
953, 30
956, 43
957, 33
958, 30
959, 38
960, 22
961, 35
962, 21
963, 44
964, 22
965, 26
966, 32
967, 22
968, 44
969, 27
970, 36
971, 22
972, 37
973, 36
974, 30
975, 38
976, 43
977, 29
978, 40
979, 21
980, 25
981, 36
982, 23
983, 24
984, 23
985, 28
986, 38
987, 23
988, 42
989, 25
990, 42
991, 44
992, 40
993, 20
996, 28
997, 32
998, 22
999, 27
1000, 41
1001, 38
1002, 29
1003, 34
1004, 29
1005, 41
1006, 29
1007, 30
1008, 27
1009, 24
1010, 31
1011, 32
1012, 42
1013, 36
1015, 22
1017, 32
1018, 27
1019, 44
1021, 24
1023, 35
1024, 26
1025, 21
1026, 34
1027, 35
1028, 33
1029, 36
1030, 42
1031, 32
1032, 32
1033, 29
1034, 23
1035, 41
1036, 25
1037, 32
1038, 26
1041, 40
1042, 22
1044, 31
1045, 39
1046, 37
1047, 31
1048, 28
1049, 21
1050, 32
1051, 20
1052, 26
1053, 33
1054, 37
1055, 34
1056, 34
1057, 27
1058, 24
1059, 24
1060, 20
1061, 24
1062, 36
1063, 32
1064, 33
1065, 39
1066, 31
1067, 40
1068, 26
1069, 39
1070, 30
1072, 34
1073, 35
1074, 34
1075, 21
1076, 31
1077, 28
1078, 34
1079, 39
1080, 30
1081, 22
1082, 41
1084, 35
1085, 34
1086, 29
1088, 43
1089, 34
1090, 30
1091, 43
1092, 40
1093, 22
1094, 33
1095, 28
1096, 43
1098, 25
1099, 25
1100, 38
1101, 38
1102, 26
1103, 30
1104, 28
1105, 43
1106, 31
1107, 41
1108, 28
1109, 22
1110, 35
1111, 40
1112, 26
1113, 31
1114, 35
1115, 43
1116, 20
1117, 20
1118, 24
1119, 20
1120, 34
1121, 37
1123, 29
1125, 34
1126, 39
1127, 39
1129, 21
1130, 21
1132, 39
1133, 28
1134, 38
1136, 26
1137, 26
1138, 20
1139, 36
1141, 37
1142, 32
1144, 24
1145, 22
1146, 38
1147, 26
1148, 22
1149, 44
1151, 38
1152, 36
1154, 22
1156, 42
1157, 43
1158, 27
1159, 32
1160, 20
1161, 28
1162, 42
1163, 41
1164, 38
1165, 36
1166, 23
1167, 21
1168, 44
1170, 38
1171, 30
1172, 43
1173, 25
1174, 25
1175, 24
1176, 29
1177, 43
1178, 30
1180, 44
1181, 39
1182, 25
1183, 36
1184, 22
1185, 30
1186, 25
1187, 21
1188, 28
1189, 34
1190, 35
1191, 28
1192, 43
1193, 33
1194, 27
1195, 38
1196, 26
1197, 30
1200, 35
1201, 33
1202, 36
1203, 33
1204, 40
1206, 37
1207, 24
1208, 41
1209, 25
1210, 38
1211, 40
1212, 44
1213, 44
1214, 33
1215, 24
1216, 31
1217, 39
1218, 27
1219, 39
1220, 30
1221, 43
1223, 28
1225, 32
1226, 24
1228, 44
1230, 21
1231, 34
1232, 34
1233, 37
1235, 31
1236, 35
1237, 44
1238, 35
1239, 31
1241, 31
1242, 29
1243, 28
1244, 32
1245, 42
1246, 32
1248, 38
1250, 37
1251, 24
1252, 39
1255, 29
1256, 33
1258, 23
1259, 32
1261, 25
1262, 24
1263, 28
1264, 44
1265, 29
1267, 35
1268, 30
1269, 32
1270, 23
1272, 20
1273, 32
1274, 22
1276, 32
1277, 34
1278, 30
1279, 25
1280, 30
1281, 24
1282, 31
1283, 27
1284, 24
1285, 23
1286, 36
1287, 37
1288, 41
1289, 42
1290, 25
1291, 38
1292, 24
1293, 31
1294, 23
1295, 23
1296, 42
1297, 20
1298, 40
1299, 27
1300, 32
1301, 44
1302, 21
1303, 34
1305, 23
1306, 21
1307, 43
1308, 39
1309, 31
1310, 26
1311, 27
1312, 37
1313, 37
1314, 34
1315, 41
1316, 40
1317, 25
1318, 36
1319, 39
1320, 24
1321, 43
1323, 28
1324, 29
1325, 37
1326, 32
1327, 26
1328, 37
1329, 29
1330, 35
1331, 26
1332, 28
1333, 39
1334, 40
1335, 40
1336, 42
1337, 41
1338, 40
1339, 39
1341, 21
1342, 21
1343, 22
1344, 41
1345, 35
